SETR Category,CIPCode,CIPField,Award level,Grand total,Grand total men,Grand total women,U.S. Resident/Citizen total,U.S. Resident/Citizen men,U.S. Resident/Citizen women,U.S. Nonresident total,U.S. Nonresident men,U.S. Nonresident women
Artificial Intelligence,11.0701,Computer Science,Master's degree,9207,6816,2391,2756,2756,564,6451,4624,1827
Artificial Intelligence,11.0701,Computer Science,Doctor's degree – research/scholarship,928,752,176,364,364,55,564,443,121
Artificial Intelligence,11.0701,Computer Science,Doctor's degree – other,48,37,11,48,48,11,0,0,0
Artificial Intelligence,11.0701,Computer Science,Postbaccalaureate certificate,46,27,19,33,33,11,13,5,8
Artificial Intelligence,11.0701,Computer Science,Post-master's certificate,28,24,4,9,9,0,19,15,4
Artificial Intelligence,11.0802,Data Modeling/Warehousing and Database Administration,All award levels (total),692,481,211,591,591,162,101,52,49
Artificial Intelligence,11.0802,Data Modeling/Warehousing and Database Administration,Postsecondary certificate < 60 semester credit hours,57,41,16,55,55,16,2,2,0
Artificial Intelligence,11.0802,Data Modeling/Warehousing and Database Administration,Postsecondary certificate > 60 semester credit hours,19,11,8,18,18,7,1,0,1
Artificial Intelligence,11.0802,Data Modeling/Warehousing and Database Administration,Associate's degree,160,108,52,153,153,47,7,2,5
Artificial Intelligence,11.0802,Data Modeling/Warehousing and Database Administration,Bachelor's degree,176,133,43,175,175,42,1,0,1
Artificial Intelligence,11.0802,Data Modeling/Warehousing and Database Administration,Master's degree,196,129,67,146,146,40,50,23,27
Artificial Intelligence,11.0802,Data Modeling/Warehousing and Database Administration,Postbaccalaureate certificate,84,59,25,44,44,10,40,25,15
Artificial Intelligence,11.0804,"Modeling, Virtual Environments and Simulation",All award levels (total),393,338,55,362,362,50,31,26,5
Artificial Intelligence,11.0804,"Modeling, Virtual Environments and Simulation",Postsecondary certificate < 60 semester credit hours,31,27,4,31,31,4,0,0,0
Artificial Intelligence,11.0804,"Modeling, Virtual Environments and Simulation",Associate's degree,11,11,0,11,11,0,0,0,0
Artificial Intelligence,11.0804,"Modeling, Virtual Environments and Simulation",Bachelor's degree,256,225,31,250,250,30,6,5,1
Artificial Intelligence,11.0804,"Modeling, Virtual Environments and Simulation",Master's degree,66,60,6,42,42,2,24,20,4
Artificial Intelligence,11.0804,"Modeling, Virtual Environments and Simulation",Postbaccalaureate certificate,29,15,14,28,28,14,1,1,0
Artificial Intelligence,11.1005,Information Technology Project Management,All award levels (total),693,496,197,651,651,174,42,19,23
Artificial Intelligence,11.1005,Information Technology Project Management,Postsecondary certificate > 60 semester credit hours,2,1,1,2,2,1,0,0,0
Artificial Intelligence,11.1005,Information Technology Project Management,Associate's degree,45,31,14,45,45,14,0,0,0
Artificial Intelligence,11.1005,Information Technology Project Management,Bachelor's degree,363,293,70,358,358,67,5,2,3
Artificial Intelligence,11.1005,Information Technology Project Management,Master's degree,243,155,88,215,215,76,28,16,12
Artificial Intelligence,11.1005,Information Technology Project Management,Doctor's degree – research/scholarship,6,4,2,6,6,2,0,0,0
Artificial Intelligence,11.1005,Information Technology Project Management,Postbaccalaureate certificate,34,12,22,25,25,14,9,1,8
Artificial Intelligence,14.0903,Computer Software Engineering,All award levels (total),2614,1859,755,1385,1385,268,1229,742,487
Artificial Intelligence,14.0903,Computer Software Engineering,Postsecondary certificate < 60 semester credit hours,3,3,0,3,3,0,0,0,0
Artificial Intelligence,14.0903,Computer Software Engineering,Associate's degree,41,31,10,41,41,10,0,0,0
Artificial Intelligence,14.0903,Computer Software Engineering,Bachelor's degree,732,648,84,689,689,74,43,33,10
Artificial Intelligence,14.0903,Computer Software Engineering,Master's degree,1712,1087,625,565,565,166,1147,688,459
Artificial Intelligence,14.0903,Computer Software Engineering,Doctor's degree – research/scholarship,10,10,0,5,5,0,5,5,0
Artificial Intelligence,14.0903,Computer Software Engineering,Postbaccalaureate certificate,116,80,36,82,82,18,34,16,18
Artificial Intelligence,27.0303,Computational Mathematics,All award levels (total),172,122,50,144,144,43,28,21,7
Artificial Intelligence,27.0303,Computational Mathematics,Bachelor's degree,136,95,41,117,117,36,19,14,5
Artificial Intelligence,27.0303,Computational Mathematics,Master's degree,12,8,4,11,11,4,1,1,0
Artificial Intelligence,27.0303,Computational Mathematics,Doctor's degree – research/scholarship,22,17,5,15,15,3,7,5,2
Artificial Intelligence,27.0303,Computational Mathematics,Postbaccalaureate certificate,2,2,0,1,1,0,1,1,0
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,All award levels (total),1441,922,519,1182,1182,412,259,152,107
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,Associate's degree,9,7,2,9,9,2,0,0,0
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,Bachelor's degree,1037,672,365,979,979,341,58,34,24
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,Master's degree,258,146,112,145,145,54,113,55,58
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,Doctor's degree – research/scholarship,134,95,39,46,46,14,88,63,25
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,Postbaccalaureate certificate,3,2,1,3,3,1,0,0,0
Biotechnology and Synthetic Biology,26.0202,Biochemistry,All award levels (total),8770,4509,4261,8095,8095,3876,675,290,385
Biotechnology and Synthetic Biology,26.0202,Biochemistry,Associate's degree,2,1,1,2,2,1,0,0,0
Biotechnology and Synthetic Biology,26.0202,Biochemistry,Bachelor's degree,7970,4106,3864,7550,7550,3610,420,166,254
Biotechnology and Synthetic Biology,26.0202,Biochemistry,Master's degree,277,129,148,220,220,111,57,20,37
Biotechnology and Synthetic Biology,26.0202,Biochemistry,Doctor's degree – research/scholarship,518,271,247,321,321,153,197,103,94
Biotechnology and Synthetic Biology,26.0202,Biochemistry,Postbaccalaureate certificate,3,2,1,2,2,1,1,1,0
Biotechnology and Synthetic Biology,26.0406,Cell/Cellular and Molecular Biology,All award levels (total),3284,1522,1762,3023,3023,1618,261,117,144
Biotechnology and Synthetic Biology,26.0406,Cell/Cellular and Molecular Biology,Bachelor's degree,2627,1227,1400,2508,2508,1338,119,57,62
Biotechnology and Synthetic Biology,26.0406,Cell/Cellular and Molecular Biology,Master's degree,203,88,115,152,152,84,51,20,31
Biotechnology and Synthetic Biology,26.0406,Cell/Cellular and Molecular Biology,Doctor's degree – research/scholarship,450,205,245,359,359,194,91,40,51
Biotechnology and Synthetic Biology,26.0406,Cell/Cellular and Molecular Biology,Post-master's certificate,4,2,2,4,4,2,0,0,0
Biotechnology and Synthetic Biology,26.0502,"Microbiology, General",All award levels (total),2590,1174,1416,2474,2474,1343,116,43,73
Biotechnology and Synthetic Biology,26.0502,"Microbiology, General",Associate's degree,7,5,2,7,7,2,0,0,0
Biotechnology and Synthetic Biology,26.0502,"Microbiology, General",Bachelor's degree,2169,993,1176,2125,2125,1146,44,14,30
Biotechnology and Synthetic Biology,26.0502,"Microbiology, General",Master's degree,202,88,114,171,171,93,31,10,21
Biotechnology and Synthetic Biology,26.0502,"Microbiology, General",Doctor's degree – research/scholarship,210,88,122,169,169,100,41,19,22
Biotechnology and Synthetic Biology,26.0502,"Microbiology, General",Postbaccalaureate certificate,2,0,2,2,2,2,0,0,0
Biotechnology and Synthetic Biology,26.0801,"Genetics, General",All award levels (total),555,215,340,478,478,297,77,34,43
Biotechnology and Synthetic Biology,26.0801,"Genetics, General",Bachelor's degree,322,120,202,307,307,196,15,9,6
Biotechnology and Synthetic Biology,26.0801,"Genetics, General",Master's degree,61,20,41,43,43,27,18,4,14
Biotechnology and Synthetic Biology,26.0801,"Genetics, General",Doctor's degree – research/scholarship,133,58,75,94,94,55,39,19,20
Biotechnology and Synthetic Biology,26.0801,"Genetics, General",Post-master's certificate,39,17,22,34,34,19,5,2,3
Biotechnology and Synthetic Biology,26.1007,Pharmacology and Toxicology,All award levels (total),215,99,116,157,157,79,58,21,37
Biotechnology and Synthetic Biology,26.1007,Pharmacology and Toxicology,Bachelor's degree,86,47,39,80,80,35,6,2,4
Biotechnology and Synthetic Biology,26.1007,Pharmacology and Toxicology,Master's degree,92,35,57,50,50,32,42,17,25
Biotechnology and Synthetic Biology,26.1007,Pharmacology and Toxicology,Doctor's degree – research/scholarship,37,17,20,27,27,12,10,2,8
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,All award levels (total),593,323,270,429,429,186,164,80,84
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,Associate's degree,9,1,8,9,9,8,0,0,0
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,Bachelor's degree,168,101,67,157,157,60,11,4,7
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,Master's degree,270,131,139,172,172,82,98,41,57
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,Doctor's degree – research/scholarship,113,72,41,65,65,23,48,30,18
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,Postbaccalaureate certificate,28,15,13,23,23,11,5,3,2
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,Post-master's certificate,5,3,2,3,3,2,2,2,0
Biotechnology and Synthetic Biology,26.1201,Biotechnology,All award levels (total),2551,1185,1366,2095,2095,1083,456,173,283
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Postsecondary certificate < 60 semester credit hours,52,19,33,51,51,33,1,1,0
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Postsecondary certificate > 60 semester credit hours,8,4,4,8,8,4,0,0,0
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Associate's degree,313,131,182,307,307,178,6,2,4
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Bachelor's degree,901,464,437,828,828,392,73,28,45
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Master's degree,1232,541,691,861,861,459,371,139,232
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Doctor's degree – research/scholarship,6,5,1,3,3,1,3,3,0
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Postbaccalaureate certificate,31,16,15,29,29,13,2,0,2
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Post-master's certificate,8,5,3,8,8,3,0,0,0
Biotechnology and Synthetic Biology,26.1307,Conservation Biology,All award levels (total),295,111,184,285,285,176,10,2,8
Biotechnology and Synthetic Biology,26.1307,Conservation Biology,Bachelor's degree,168,65,103,166,166,101,2,0,2
Biotechnology and Synthetic Biology,26.1307,Conservation Biology,Master's degree,96,32,64,89,89,59,7,2,5
Biotechnology and Synthetic Biology,26.1307,Conservation Biology,Doctor's degree – research/scholarship,16,8,8,15,15,7,1,0,1
Biotechnology and Synthetic Biology,26.1307,Conservation Biology,Postbaccalaureate certificate,13,6,7,13,13,7,0,0,0
Biotechnology and Synthetic Biology,26.1307,Conservation Biology,Post-master's certificate,2,0,2,2,2,2,0,0,0
Biotechnology and Synthetic Biology,41.0101,Biology/Biotechnology Technology/Technician,All award levels (total),548,229,319,508,508,293,40,14,26
Biotechnology and Synthetic Biology,41.0101,Biology/Biotechnology Technology/Technician,Postsecondary certificate < 60 semester credit hours,111,47,64,108,108,61,3,0,3
Biotechnology and Synthetic Biology,41.0101,Biology/Biotechnology Technology/Technician,Associate's degree,375,147,228,357,357,217,18,7,11
Biotechnology and Synthetic Biology,41.0101,Biology/Biotechnology Technology/Technician,Bachelor's degree,48,25,23,31,31,12,17,6,11
Biotechnology and Synthetic Biology,41.0101,Biology/Biotechnology Technology/Technician,Doctor's degree – research/scholarship,4,3,1,3,3,0,1,0,1
Biotechnology and Synthetic Biology,41.0101,Biology/Biotechnology Technology/Technician,Postbaccalaureate certificate,10,7,3,9,9,3,1,1,0
Cryptography,11.0401,Information Science/Studies,All award levels (total),13774,9786,3988,11113,11113,2934,2661,1607,1054
Cryptography,11.0401,Information Science/Studies,Postsecondary certificate < 60 semester credit hours,203,144,59,201,201,59,2,2,0
Cryptography,11.0401,Information Science/Studies,Postsecondary certificate > 60 semester credit hours,120,97,23,117,117,22,3,2,1
Cryptography,11.0401,Information Science/Studies,Associate's degree,997,773,224,987,987,220,10,6,4
Cryptography,11.0401,Information Science/Studies,Bachelor's degree,6650,5148,1502,6233,6233,1380,417,295,122
Cryptography,11.0401,Information Science/Studies,Master's degree,5364,3336,2028,3218,3218,1141,2146,1259,887
Cryptography,11.0401,Information Science/Studies,Doctor's degree – research/scholarship,179,109,70,129,129,45,50,25,25
Cryptography,11.0401,Information Science/Studies,Postbaccalaureate certificate,246,172,74,217,217,63,29,18,11
Cryptography,11.0401,Information Science/Studies,Post-master's certificate,15,7,8,11,11,4,4,0,4
Cryptography,11.0501,Computer Systems Analysis/Analyst,All award levels (total),2496,1860,636,1782,1782,361,714,439,275
Cryptography,11.0501,Computer Systems Analysis/Analyst,Postsecondary certificate < 60 semester credit hours,14,12,2,14,14,2,0,0,0
Cryptography,11.0501,Computer Systems Analysis/Analyst,Associate's degree,189,166,23,186,186,20,3,0,3
Cryptography,11.0501,Computer Systems Analysis/Analyst,Bachelor's degree,1391,1095,296,1339,1339,281,52,37,15
Cryptography,11.0501,Computer Systems Analysis/Analyst,Master's degree,883,576,307,232,232,54,651,398,253
Cryptography,11.0501,Computer Systems Analysis/Analyst,Doctor's degree – research/scholarship,2,2,0,0,0,0,2,2,0
Cryptography,11.0501,Computer Systems Analysis/Analyst,Postbaccalaureate certificate,17,9,8,11,11,4,6,2,4
Cryptography,11.0701,Computer Science,All award levels (total),28215,22878,5337,19727,19727,3061,8488,6212,2276
Cryptography,11.0701,Computer Science,Postsecondary certificate < 60 semester credit hours,13,11,2,10,10,2,3,3,0
Cryptography,11.0701,Computer Science,Associate's degree,1422,1242,180,1360,1360,166,62,48,14
Cryptography,11.0701,Computer Science,Bachelor's degree,16523,13969,2554,15147,15147,2252,1376,1074,302
Cryptography,11.0701,Computer Science,Master's degree,9207,6816,2391,2756,2756,564,6451,4624,1827
Cryptography,11.0701,Computer Science,Doctor's degree – research/scholarship,928,752,176,364,364,55,564,443,121
Cryptography,11.0701,Computer Science,Doctor's degree – other,48,37,11,48,48,11,0,0,0
Cryptography,11.0701,Computer Science,Postbaccalaureate certificate,46,27,19,33,33,11,13,5,8
Cryptography,11.0701,Computer Science,Post-master's certificate,28,24,4,9,9,0,19,15,4
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,All award levels (total),692,481,211,591,591,162,101,52,49
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Postsecondary certificate < 60 semester credit hours,57,41,16,55,55,16,2,2,0
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Postsecondary certificate > 60 semester credit hours,19,11,8,18,18,7,1,0,1
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Associate's degree,160,108,52,153,153,47,7,2,5
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Bachelor's degree,176,133,43,175,175,42,1,0,1
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Master's degree,196,129,67,146,146,40,50,23,27
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Postbaccalaureate certificate,84,59,25,44,44,10,40,25,15
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,All award levels (total),9243,7554,1689,8812,8812,1580,431,322,109
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Postsecondary certificate < 60 semester credit hours,561,434,127,555,555,126,6,5,1
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Postsecondary certificate > 60 semester credit hours,7,6,1,7,7,1,0,0,0
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Associate's degree,1387,1131,256,1367,1367,251,20,15,5
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Bachelor's degree,4590,3907,683,4533,4533,675,57,49,8
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Master's degree,2132,1654,478,1877,1877,402,255,179,76
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Doctor's degree – research/scholarship,18,12,6,18,18,6,0,0,0
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Postbaccalaureate certificate,522,396,126,432,432,109,90,73,17
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Post-master's certificate,26,14,12,23,23,10,3,1,2
Cryptography,27.0101,"Mathematics, General",All award levels (total),26864,16233,10631,23112,23112,9216,3752,2337,1415
Cryptography,27.0101,"Mathematics, General",Postsecondary certificate < 60 semester credit hours,12,6,6,11,11,6,1,1,0
Cryptography,27.0101,"Mathematics, General",Associate's degree,2667,1901,766,2572,2572,732,95,61,34
Cryptography,27.0101,"Mathematics, General",Bachelor's degree,20081,11596,8485,17861,17861,7576,2220,1311,909
Cryptography,27.0101,"Mathematics, General",Master's degree,2946,1868,1078,2029,2029,740,917,579,338
Cryptography,27.0101,"Mathematics, General",Doctor's degree – research/scholarship,1103,831,272,609,609,146,494,368,126
Cryptography,27.0101,"Mathematics, General",Postbaccalaureate certificate,36,15,21,19,19,13,17,9,8
Cryptography,27.0101,"Mathematics, General",Post-master's certificate,19,16,3,11,11,3,8,8,0
Cryptography,27.0303,Computational Mathematics,All award levels (total),172,122,50,144,144,43,28,21,7
Cryptography,27.0303,Computational Mathematics,Bachelor's degree,136,95,41,117,117,36,19,14,5
Cryptography,27.0303,Computational Mathematics,Master's degree,12,8,4,11,11,4,1,1,0
Cryptography,27.0303,Computational Mathematics,Doctor's degree – research/scholarship,22,17,5,15,15,3,7,5,2
Cryptography,27.0303,Computational Mathematics,Postbaccalaureate certificate,2,2,0,1,1,0,1,1,0
Cryptography,27.0502,Mathematical Statistics and Probability,All award levels (total),387,232,155,135,135,54,252,151,101
Cryptography,27.0502,Mathematical Statistics and Probability,Bachelor's degree,216,114,102,90,90,44,126,68,58
Cryptography,27.0502,Mathematical Statistics and Probability,Master's degree,157,107,50,42,42,9,115,74,41
Cryptography,27.0502,Mathematical Statistics and Probability,Doctor's degree – research/scholarship,14,11,3,3,3,1,11,9,2
Cryptography,27.0503,Mathematics and Statistics,All award levels (total),132,81,51,111,111,38,21,8,13
Cryptography,27.0503,Mathematics and Statistics,Bachelor's degree,63,36,27,56,56,23,7,3,4
Cryptography,27.0503,Mathematics and Statistics,Master's degree,69,45,24,55,55,15,14,5,9
Cryptography,52.1302,Business Statistics,All award levels (total),481,280,201,292,292,99,189,87,102
Cryptography,52.1302,Business Statistics,Bachelor's degree,142,88,54,128,128,47,14,7,7
Cryptography,52.1302,Business Statistics,Master's degree,236,131,105,108,108,33,128,56,72
Cryptography,52.1302,Business Statistics,Postbaccalaureate certificate,58,45,13,43,43,10,15,12,3
Cryptography,52.1302,Business Statistics,Post-master's certificate,45,16,29,13,13,9,32,12,20
Lasers,14.0803,Structural Engineering,All award levels (total),410,327,83,307,307,62,103,82,21
Lasers,14.0803,Structural Engineering,Associate's degree,1,0,1,1,1,1,0,0,0
Lasers,14.0803,Structural Engineering,Bachelor's degree,180,143,37,166,166,35,14,12,2
Lasers,14.0803,Structural Engineering,Master's degree,196,158,38,122,122,23,74,59,15
Lasers,14.0803,Structural Engineering,Doctor's degree – research/scholarship,25,20,5,10,10,1,15,11,4
Lasers,14.0803,Structural Engineering,Postbaccalaureate certificate,8,6,2,8,8,2,0,0,0
Lasers,14.1001,Electrical and Electronics Engineering,All award levels (total),29241,24344,4897,17292,17292,2139,11949,9191,2758
Lasers,14.1001,Electrical and Electronics Engineering,Postsecondary certificate < 60 semester credit hours,15,13,2,15,15,2,0,0,0
Lasers,14.1001,Electrical and Electronics Engineering,Associate's degree,224,202,22,214,214,20,10,8,2
Lasers,14.1001,Electrical and Electronics Engineering,Bachelor's degree,14887,13022,1865,12875,12875,1525,2012,1672,340
Lasers,14.1001,Electrical and Electronics Engineering,Master's degree,11678,9041,2637,3386,3386,484,8292,6139,2153
Lasers,14.1001,Electrical and Electronics Engineering,Doctor's degree – research/scholarship,2274,1933,341,732,732,96,1542,1297,245
Lasers,14.1001,Electrical and Electronics Engineering,Doctor's degree – other,3,3,0,2,2,0,1,1,0
Lasers,14.1001,Electrical and Electronics Engineering,Postbaccalaureate certificate,107,87,20,48,48,9,59,48,11
Lasers,14.1001,Electrical and Electronics Engineering,Post-master's certificate,53,43,10,20,20,3,33,26,7
Lasers,14.1003,Laser and Optical Engineering,All award levels (total),82,66,16,41,41,10,41,35,6
Lasers,14.1003,Laser and Optical Engineering,Bachelor's degree,26,18,8,22,22,7,4,3,1
Lasers,14.1003,Laser and Optical Engineering,Master's degree,30,25,5,10,10,3,20,18,2
Lasers,14.1003,Laser and Optical Engineering,Doctor's degree – research/scholarship,26,23,3,9,9,0,17,14,3
Lasers,14.1004,Telecommunications Engineering,All award levels (total),335,244,91,112,112,20,223,152,71
Lasers,14.1004,Telecommunications Engineering,Postsecondary certificate < 60 semester credit hours,44,40,4,43,43,4,1,1,0
Lasers,14.1004,Telecommunications Engineering,Associate's degree,21,19,2,20,20,2,1,1,0
Lasers,14.1004,Telecommunications Engineering,Bachelor's degree,5,4,1,3,3,1,2,2,0
Lasers,14.1004,Telecommunications Engineering,Master's degree,243,169,74,26,26,3,217,146,71
Lasers,14.1004,Telecommunications Engineering,Doctor's degree – research/scholarship,2,2,0,0,0,0,2,2,0
Lasers,14.1004,Telecommunications Engineering,Post-master's certificate,20,10,10,20,20,10,0,0,0
Lasers,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",All award levels (total),9667,8850,817,9440,9440,801,227,211,16
Lasers,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",Postsecondary certificate < 60 semester credit hours,906,840,66,897,897,65,9,8,1
Lasers,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",Postsecondary certificate > 60 semester credit hours,9,7,2,9,9,2,0,0,0
Lasers,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",Associate's degree,7023,6401,622,6994,6994,621,29,28,1
Lasers,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",Bachelor's degree,1684,1566,118,1531,1531,113,153,148,5
Lasers,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",Master's degree,45,36,9,9,9,0,36,27,9
Lasers,15.0304,Laser and Optical Technology/Technician,All award levels (total),84,78,6,83,83,6,1,1,0
Lasers,15.0304,Laser and Optical Technology/Technician,Postsecondary certificate < 60 semester credit hours,10,9,1,10,10,1,0,0,0
Lasers,15.0304,Laser and Optical Technology/Technician,Associate's degree,74,69,5,73,73,5,1,1,0
Lasers,15.0499,"Electromechanical Technologies/Technicians, Other",All award levels (total),646,613,33,642,642,33,4,4,0
Lasers,15.0499,"Electromechanical Technologies/Technicians, Other",Postsecondary certificate < 60 semester credit hours,131,127,4,130,130,4,1,1,0
Lasers,15.0499,"Electromechanical Technologies/Technicians, Other",Postsecondary certificate > 60 semester credit hours,32,30,2,32,32,2,0,0,0
Lasers,15.0499,"Electromechanical Technologies/Technicians, Other",Associate's degree,472,446,26,469,469,26,3,3,0
Lasers,15.0499,"Electromechanical Technologies/Technicians, Other",Bachelor's degree,11,10,1,11,11,1,0,0,0
Lasers,40.0502,Analytical Chemistry,All award levels (total),35,16,19,31,31,17,4,2,2
Lasers,40.0502,Analytical Chemistry,Bachelor's degree,9,2,7,9,9,7,0,0,0
Lasers,40.0502,Analytical Chemistry,Master's degree,18,8,10,16,16,9,2,1,1
Lasers,40.0502,Analytical Chemistry,Doctor's degree – research/scholarship,8,6,2,6,6,1,2,1,1
Lasers,40.0807,Optics/Optical Sciences,All award levels (total),215,155,60,142,142,39,73,52,21
Lasers,40.0807,Optics/Optical Sciences,Associate's degree,24,11,13,24,24,13,0,0,0
Lasers,40.0807,Optics/Optical Sciences,Bachelor's degree,31,27,4,27,27,3,4,3,1
Lasers,40.0807,Optics/Optical Sciences,Master's degree,92,65,27,55,55,17,37,27,10
Lasers,40.0807,Optics/Optical Sciences,Doctor's degree – research/scholarship,63,48,15,32,32,6,31,22,9
Lasers,40.0807,Optics/Optical Sciences,Postbaccalaureate certificate,5,4,1,4,4,0,1,0,1
Lasers,40.0808,Condensed Matter and Materials Physics,All award levels (total),12,10,2,4,4,0,8,6,2
Lasers,40.0808,Condensed Matter and Materials Physics,Master's degree,2,2,0,1,1,0,1,1,0
Lasers,40.0808,Condensed Matter and Materials Physics,Doctor's degree – research/scholarship,10,8,2,3,3,0,7,5,2
Materials Science,14.0601,Ceramic Sciences and Engineering,All award levels (total),115,84,31,102,102,25,13,7,6
Materials Science,14.0601,Ceramic Sciences and Engineering,Bachelor's degree,80,59,21,79,79,20,1,0,1
Materials Science,14.0601,Ceramic Sciences and Engineering,Master's degree,16,13,3,11,11,3,5,5,0
Materials Science,14.0601,Ceramic Sciences and Engineering,Doctor's degree – research/scholarship,19,12,7,12,12,2,7,2,5
Materials Science,14.0701,Chemical Engineering,All award levels (total),11621,7893,3728,9437,9437,2981,2184,1437,747
