SETR Category,CIPCode,CIPField,Award level,Grand total,Grand total men,Grand total women,U.S. Resident/Citizen total,U.S. Resident/Citizen men,U.S. Resident/Citizen women,U.S. Nonresident total,U.S. Nonresident men,U.S. Nonresident women
Artificial Intelligence,11.1005,Information Technology Project Management,Postsecondary certificate > 60 semester credit hours,21,18,3,21,21,3,0,0,0
Artificial Intelligence,11.1005,Information Technology Project Management,Associate's degree,57,43,14,56,56,14,1,1,0
Artificial Intelligence,11.1005,Information Technology Project Management,Bachelor's degree,751,568,183,708,708,160,43,20,23
Artificial Intelligence,11.1005,Information Technology Project Management,Master's degree,889,506,383,539,539,205,350,172,178
Artificial Intelligence,11.1005,Information Technology Project Management,Doctor's degree – research/scholarship,10,5,5,10,10,5,0,0,0
Artificial Intelligence,11.1005,Information Technology Project Management,Postbaccalaureate certificate,68,37,31,45,45,15,23,7,16
Artificial Intelligence,14.0903,Computer Software Engineering,All award levels (total),3838,2800,1038,2192,2192,447,1646,1055,591
Artificial Intelligence,14.0903,Computer Software Engineering,Postsecondary certificate < 60 semester credit hours,8,4,4,7,7,3,1,0,1
Artificial Intelligence,14.0903,Computer Software Engineering,Associate's degree,62,47,15,62,62,15,0,0,0
Artificial Intelligence,14.0903,Computer Software Engineering,Bachelor's degree,1671,1400,271,1496,1496,231,175,135,40
Artificial Intelligence,14.0903,Computer Software Engineering,Master's degree,2045,1315,730,606,606,191,1439,900,539
Artificial Intelligence,14.0903,Computer Software Engineering,Doctor's degree – research/scholarship,22,12,10,5,5,3,17,10,7
Artificial Intelligence,14.0903,Computer Software Engineering,Postbaccalaureate certificate,28,20,8,15,15,4,13,9,4
Artificial Intelligence,14.0903,Computer Software Engineering,Post-master's certificate,2,2,0,1,1,0,1,1,0
Artificial Intelligence,27.0303,Computational Mathematics,All award levels (total),339,242,97,232,232,62,107,72,35
Artificial Intelligence,27.0303,Computational Mathematics,Postsecondary certificate < 60 semester credit hours,1,1,0,1,1,0,0,0,0
Artificial Intelligence,27.0303,Computational Mathematics,Bachelor's degree,292,206,86,201,201,54,91,59,32
Artificial Intelligence,27.0303,Computational Mathematics,Master's degree,20,14,6,18,18,5,2,1,1
Artificial Intelligence,27.0303,Computational Mathematics,Doctor's degree – research/scholarship,25,20,5,12,12,3,13,11,2
Artificial Intelligence,27.0303,Computational Mathematics,Postbaccalaureate certificate,1,1,0,0,0,0,1,1,0
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,All award levels (total),1561,909,652,1280,1280,541,281,170,111
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,Postsecondary certificate < 60 semester credit hours,1,1,0,1,1,0,0,0,0
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,Associate's degree,12,10,2,12,12,2,0,0,0
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,Bachelor's degree,1170,673,497,1098,1098,463,72,38,34
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,Master's degree,238,140,98,128,128,57,110,69,41
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,Doctor's degree – research/scholarship,136,81,55,38,38,19,98,62,36
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,Postbaccalaureate certificate,4,4,0,3,3,0,1,1,0
Biotechnology and Synthetic Biology,26.0202,Biochemistry,All award levels (total),10051,4620,5431,9228,9228,4941,823,333,490
Biotechnology and Synthetic Biology,26.0202,Biochemistry,Associate's degree,10,3,7,10,10,7,0,0,0
Biotechnology and Synthetic Biology,26.0202,Biochemistry,Bachelor's degree,9341,4264,5077,8702,8702,4681,639,243,396
Biotechnology and Synthetic Biology,26.0202,Biochemistry,Master's degree,276,130,146,214,214,109,62,25,37
Biotechnology and Synthetic Biology,26.0202,Biochemistry,Doctor's degree – research/scholarship,417,219,198,297,297,142,120,64,56
Biotechnology and Synthetic Biology,26.0202,Biochemistry,Postbaccalaureate certificate,2,1,1,1,1,0,1,0,1
Biotechnology and Synthetic Biology,26.0202,Biochemistry,Post-master's certificate,5,3,2,4,4,2,1,1,0
Biotechnology and Synthetic Biology,26.0406,Cell/Cellular and Molecular Biology,All award levels (total),4241,1675,2566,3906,3906,2363,335,132,203
Biotechnology and Synthetic Biology,26.0406,Cell/Cellular and Molecular Biology,Associate's degree,5,2,3,5,5,3,0,0,0
Biotechnology and Synthetic Biology,26.0406,Cell/Cellular and Molecular Biology,Bachelor's degree,3527,1357,2170,3357,3357,2064,170,64,106
Biotechnology and Synthetic Biology,26.0406,Cell/Cellular and Molecular Biology,Master's degree,202,82,120,161,161,97,41,18,23
Biotechnology and Synthetic Biology,26.0406,Cell/Cellular and Molecular Biology,Doctor's degree – research/scholarship,438,196,242,327,327,174,111,43,68
Biotechnology and Synthetic Biology,26.0406,Cell/Cellular and Molecular Biology,Postbaccalaureate certificate,19,10,9,14,14,6,5,2,3
Biotechnology and Synthetic Biology,26.0406,Cell/Cellular and Molecular Biology,Post-master's certificate,50,28,22,42,42,19,8,5,3
Biotechnology and Synthetic Biology,26.0502,"Microbiology, General",All award levels (total),2910,1190,1720,2778,2778,1635,132,47,85
Biotechnology and Synthetic Biology,26.0502,"Microbiology, General",Associate's degree,6,3,3,6,6,3,0,0,0
Biotechnology and Synthetic Biology,26.0502,"Microbiology, General",Bachelor's degree,2495,1014,1481,2427,2427,1434,68,21,47
Biotechnology and Synthetic Biology,26.0502,"Microbiology, General",Master's degree,199,69,130,177,177,112,22,4,18
Biotechnology and Synthetic Biology,26.0502,"Microbiology, General",Doctor's degree – research/scholarship,207,102,105,165,165,85,42,22,20
Biotechnology and Synthetic Biology,26.0502,"Microbiology, General",Post-master's certificate,3,2,1,3,3,1,0,0,0
Biotechnology and Synthetic Biology,26.0801,"Genetics, General",All award levels (total),568,219,349,514,514,320,54,25,29
Biotechnology and Synthetic Biology,26.0801,"Genetics, General",Bachelor's degree,377,133,244,357,357,234,20,10,10
Biotechnology and Synthetic Biology,26.0801,"Genetics, General",Master's degree,56,28,28,44,44,23,12,7,5
Biotechnology and Synthetic Biology,26.0801,"Genetics, General",Doctor's degree – research/scholarship,128,54,74,107,107,61,21,8,13
Biotechnology and Synthetic Biology,26.0801,"Genetics, General",Post-master's certificate,7,4,3,6,6,2,1,0,1
Biotechnology and Synthetic Biology,26.1007,Pharmacology and Toxicology,All award levels (total),233,88,145,158,158,100,75,30,45
Biotechnology and Synthetic Biology,26.1007,Pharmacology and Toxicology,Bachelor's degree,64,25,39,53,53,33,11,5,6
Biotechnology and Synthetic Biology,26.1007,Pharmacology and Toxicology,Master's degree,115,38,77,68,68,45,47,15,32
Biotechnology and Synthetic Biology,26.1007,Pharmacology and Toxicology,Doctor's degree – research/scholarship,54,25,29,37,37,22,17,10,7
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,All award levels (total),1097,566,531,787,787,368,310,147,163
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,Associate's degree,5,1,4,5,5,4,0,0,0
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,Bachelor's degree,316,161,155,282,282,136,34,15,19
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,Master's degree,575,287,288,368,368,168,207,87,120
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,Doctor's degree – research/scholarship,147,94,53,88,88,35,59,41,18
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,Postbaccalaureate certificate,47,18,29,40,40,24,7,2,5
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,Post-master's certificate,7,5,2,4,4,1,3,2,1
Biotechnology and Synthetic Biology,26.1201,Biotechnology,All award levels (total),2785,1134,1651,2272,2272,1317,513,179,334
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Postsecondary certificate < 60 semester credit hours,35,14,21,35,35,21,0,0,0
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Associate's degree,190,80,110,179,179,107,11,8,3
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Bachelor's degree,975,419,556,895,895,513,80,37,43
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Master's degree,1469,569,900,1068,1068,626,401,127,274
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Doctor's degree – research/scholarship,15,9,6,12,12,5,3,2,1
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Postbaccalaureate certificate,100,43,57,82,82,44,18,5,13
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Post-master's certificate,1,0,1,1,1,1,0,0,0
Biotechnology and Synthetic Biology,26.1307,Conservation Biology,All award levels (total),334,128,206,324,324,198,10,2,8
Biotechnology and Synthetic Biology,26.1307,Conservation Biology,Bachelor's degree,230,93,137,227,227,135,3,1,2
Biotechnology and Synthetic Biology,26.1307,Conservation Biology,Master's degree,89,33,56,82,82,50,7,1,6
Biotechnology and Synthetic Biology,26.1307,Conservation Biology,Doctor's degree – research/scholarship,9,0,9,9,9,9,0,0,0
Biotechnology and Synthetic Biology,26.1307,Conservation Biology,Postbaccalaureate certificate,6,2,4,6,6,4,0,0,0
Biotechnology and Synthetic Biology,41.0101,Biology/Biotechnology Technology/Technician,All award levels (total),475,185,290,448,448,272,27,9,18
Biotechnology and Synthetic Biology,41.0101,Biology/Biotechnology Technology/Technician,Postsecondary certificate < 60 semester credit hours,101,40,61,97,97,58,4,1,3
Biotechnology and Synthetic Biology,41.0101,Biology/Biotechnology Technology/Technician,Associate's degree,311,120,191,297,297,183,14,6,8
Biotechnology and Synthetic Biology,41.0101,Biology/Biotechnology Technology/Technician,Bachelor's degree,59,23,36,50,50,29,9,2,7
Biotechnology and Synthetic Biology,41.0101,Biology/Biotechnology Technology/Technician,Master's degree,4,2,2,4,4,2,0,0,0
Cryptography,11.0401,Information Science/Studies,All award levels (total),18023,12063,5960,14305,14305,4293,3718,2051,1667
Cryptography,11.0401,Information Science/Studies,Postsecondary certificate < 60 semester credit hours,222,182,40,221,221,40,1,1,0
Cryptography,11.0401,Information Science/Studies,Postsecondary certificate > 60 semester credit hours,96,79,17,94,94,15,2,0,2
Cryptography,11.0401,Information Science/Studies,Associate's degree,929,760,169,914,914,162,15,8,7
Cryptography,11.0401,Information Science/Studies,Bachelor's degree,9617,7111,2506,8976,8976,2268,641,403,238
Cryptography,11.0401,Information Science/Studies,Master's degree,6616,3637,2979,3688,3688,1607,2928,1556,1372
Cryptography,11.0401,Information Science/Studies,Doctor's degree – research/scholarship,176,103,73,112,112,54,64,45,19
Cryptography,11.0401,Information Science/Studies,Postbaccalaureate certificate,352,185,167,286,286,138,66,37,29
Cryptography,11.0401,Information Science/Studies,Post-master's certificate,15,6,9,14,14,9,1,1,0
Cryptography,11.0501,Computer Systems Analysis/Analyst,All award levels (total),1946,1398,548,1477,1477,367,469,288,181
Cryptography,11.0501,Computer Systems Analysis/Analyst,Postsecondary certificate < 60 semester credit hours,71,62,9,71,71,9,0,0,0
Cryptography,11.0501,Computer Systems Analysis/Analyst,Associate's degree,102,81,21,96,96,20,6,5,1
Cryptography,11.0501,Computer Systems Analysis/Analyst,Bachelor's degree,1098,835,263,1001,1001,237,97,71,26
Cryptography,11.0501,Computer Systems Analysis/Analyst,Master's degree,563,360,203,245,245,78,318,193,125
Cryptography,11.0501,Computer Systems Analysis/Analyst,Postbaccalaureate certificate,112,60,52,64,64,23,48,19,29
Cryptography,11.0701,Computer Science,All award levels (total),53483,41518,11965,38889,38889,7684,14594,10313,4281
Cryptography,11.0701,Computer Science,Postsecondary certificate < 60 semester credit hours,63,54,9,63,63,9,0,0,0
Cryptography,11.0701,Computer Science,Associate's degree,3425,2860,565,3089,3089,484,336,255,81
Cryptography,11.0701,Computer Science,Bachelor's degree,35966,28567,7399,31290,31290,6164,4676,3441,1235
Cryptography,11.0701,Computer Science,Master's degree,12659,8940,3719,3896,3896,910,8763,5954,2809
Cryptography,11.0701,Computer Science,Doctor's degree – research/scholarship,1179,956,223,401,401,77,778,632,146
Cryptography,11.0701,Computer Science,Doctor's degree – professional practice,47,37,10,47,47,10,0,0,0
Cryptography,11.0701,Computer Science,Postbaccalaureate certificate,115,80,35,92,92,28,23,16,7
Cryptography,11.0701,Computer Science,Post-master's certificate,29,24,5,11,11,2,18,15,3
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,All award levels (total),2497,1560,937,1464,1464,480,1033,576,457
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Postsecondary certificate < 60 semester credit hours,53,32,21,52,52,20,1,0,1
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Postsecondary certificate > 60 semester credit hours,21,14,7,21,21,7,0,0,0
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Associate's degree,109,77,32,105,105,32,4,4,0
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Bachelor's degree,288,222,66,220,220,42,68,44,24
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Master's degree,1712,1021,691,880,880,309,832,450,382
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Postbaccalaureate certificate,260,163,97,167,167,60,93,56,37
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Post-master's certificate,54,31,23,19,19,10,35,22,13
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,All award levels (total),16917,13531,3386,14681,14681,2829,2236,1679,557
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Postsecondary certificate < 60 semester credit hours,1167,924,243,1138,1138,234,29,20,9
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Associate's degree,2936,2403,533,2859,2859,515,77,59,18
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Bachelor's degree,5767,4784,983,5583,5583,941,184,142,42
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Master's degree,5881,4550,1331,4016,4016,871,1865,1405,460
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Doctor's degree – research/scholarship,91,69,22,88,88,21,3,2,1
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Postbaccalaureate certificate,1062,793,269,987,987,243,75,49,26
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Post-master's certificate,13,8,5,10,10,4,3,2,1
Cryptography,27.0101,"Mathematics, General",All award levels (total),30324,18461,11863,24790,24790,9649,5534,3320,2214
Cryptography,27.0101,"Mathematics, General",Postsecondary certificate < 60 semester credit hours,15,7,8,15,15,8,0,0,0
Cryptography,27.0101,"Mathematics, General",Associate's degree,4849,3402,1447,4516,4516,1313,333,199,134
Cryptography,27.0101,"Mathematics, General",Bachelor's degree,21700,12621,9079,17776,17776,7394,3924,2239,1685
Cryptography,27.0101,"Mathematics, General",Master's degree,2553,1544,1009,1829,1829,761,724,476,248
Cryptography,27.0101,"Mathematics, General",Doctor's degree – research/scholarship,1130,848,282,590,590,139,540,397,143
Cryptography,27.0101,"Mathematics, General",Postbaccalaureate certificate,42,20,22,36,36,20,6,4,2
Cryptography,27.0101,"Mathematics, General",Post-master's certificate,35,19,16,28,28,14,7,5,2
Cryptography,27.0303,Computational Mathematics,All award levels (total),339,242,97,232,232,62,107,72,35
Cryptography,27.0303,Computational Mathematics,Postsecondary certificate < 60 semester credit hours,1,1,0,1,1,0,0,0,0
Cryptography,27.0303,Computational Mathematics,Bachelor's degree,292,206,86,201,201,54,91,59,32
Cryptography,27.0303,Computational Mathematics,Master's degree,20,14,6,18,18,5,2,1,1
Cryptography,27.0303,Computational Mathematics,Doctor's degree – research/scholarship,25,20,5,12,12,3,13,11,2
Cryptography,27.0303,Computational Mathematics,Postbaccalaureate certificate,1,1,0,0,0,0,1,1,0
Cryptography,27.0502,Mathematical Statistics and Probability,All award levels (total),457,269,188,197,197,57,260,129,131
Cryptography,27.0502,Mathematical Statistics and Probability,Bachelor's degree,273,158,115,159,159,41,114,40,74
Cryptography,27.0502,Mathematical Statistics and Probability,Master's degree,166,100,66,31,31,14,135,83,52
Cryptography,27.0502,Mathematical Statistics and Probability,Doctor's degree – research/scholarship,18,11,7,7,7,2,11,6,5
Cryptography,27.0503,Mathematics and Statistics,All award levels (total),321,180,141,241,241,95,80,34,46
Cryptography,27.0503,Mathematics and Statistics,Bachelor's degree,155,86,69,125,125,53,30,14,16
Cryptography,27.0503,Mathematics and Statistics,Master's degree,166,94,72,116,116,42,50,20,30
Cryptography,52.1302,Business Statistics,All award levels (total),2934,1619,1315,1484,1484,539,1450,674,776
Cryptography,52.1302,Business Statistics,Bachelor's degree,516,319,197,409,409,150,107,60,47
Cryptography,52.1302,Business Statistics,Master's degree,1961,1020,941,750,750,289,1211,559,652
Cryptography,52.1302,Business Statistics,Postbaccalaureate certificate,371,238,133,295,295,92,76,35,41
Cryptography,52.1302,Business Statistics,Post-master's certificate,86,42,44,30,30,8,56,20,36
Lasers,14.0803,Structural Engineering,All award levels (total),337,236,101,235,235,77,102,78,24
Lasers,14.0803,Structural Engineering,Associate's degree,4,3,1,4,4,1,0,0,0
Lasers,14.0803,Structural Engineering,Bachelor's degree,147,102,45,134,134,41,13,9,4
Lasers,14.0803,Structural Engineering,Master's degree,162,112,50,90,90,33,72,55,17
Lasers,14.0803,Structural Engineering,Doctor's degree – research/scholarship,23,19,4,6,6,1,17,14,3
Lasers,14.0803,Structural Engineering,Postbaccalaureate certificate,1,0,1,1,1,1,0,0,0
Lasers,14.1001,Electrical and Electronics Engineering,All award levels (total),29738,24372,5366,19488,19488,3082,10250,7966,2284
Lasers,14.1001,Electrical and Electronics Engineering,Postsecondary certificate < 60 semester credit hours,1,1,0,1,1,0,0,0,0
Lasers,14.1001,Electrical and Electronics Engineering,Associate's degree,241,212,29,222,222,24,19,14,5
Lasers,14.1001,Electrical and Electronics Engineering,Bachelor's degree,17726,14959,2767,15186,15186,2398,2540,2171,369
Lasers,14.1001,Electrical and Electronics Engineering,Master's degree,9333,7181,2152,3385,3385,547,5948,4343,1605
Lasers,14.1001,Electrical and Electronics Engineering,Doctor's degree – research/scholarship,2323,1927,396,636,636,98,1687,1389,298
Lasers,14.1001,Electrical and Electronics Engineering,Postbaccalaureate certificate,82,63,19,43,43,13,39,33,6
Lasers,14.1001,Electrical and Electronics Engineering,Post-master's certificate,32,29,3,15,15,2,17,16,1
Lasers,14.1003,Laser and Optical Engineering,All award levels (total),132,97,35,73,73,19,59,43,16
Lasers,14.1003,Laser and Optical Engineering,Bachelor's degree,58,41,17,45,45,14,13,10,3
Lasers,14.1003,Laser and Optical Engineering,Master's degree,45,34,11,21,21,4,24,17,7
Lasers,14.1003,Laser and Optical Engineering,Doctor's degree – research/scholarship,29,22,7,7,7,1,22,16,6
Lasers,14.1004,Telecommunications Engineering,All award levels (total),178,128,50,26,26,2,152,104,48
Lasers,14.1004,Telecommunications Engineering,Master's degree,152,108,44,18,18,2,134,92,42
Lasers,14.1004,Telecommunications Engineering,Doctor's degree – research/scholarship,3,3,0,2,2,0,1,1,0
Lasers,14.1004,Telecommunications Engineering,Postbaccalaureate certificate,23,17,6,6,6,0,17,11,6
Lasers,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",All award levels (total),5035,4615,420,4828,4828,402,207,189,18
Lasers,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",Postsecondary certificate < 60 semester credit hours,861,776,85,853,853,84,8,7,1
Lasers,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",Postsecondary certificate > 60 semester credit hours,6,6,0,6,6,0,0,0,0
Lasers,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",Associate's degree,2765,2530,235,2709,2709,233,56,54,2
Lasers,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",Bachelor's degree,1387,1289,98,1248,1248,85,139,126,13
Lasers,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",Master's degree,16,14,2,12,12,0,4,2,2
Lasers,15.0304,Laser and Optical Technology/Technician,All award levels (total),73,62,11,72,72,11,1,1,0
Lasers,15.0304,Laser and Optical Technology/Technician,Postsecondary certificate < 60 semester credit hours,24,19,5,23,23,5,1,1,0
Lasers,15.0304,Laser and Optical Technology/Technician,Associate's degree,49,43,6,49,49,6,0,0,0
Lasers,15.0499,"Electromechanical Technologies/Technicians, Other",All award levels (total),1007,927,80,1007,1007,80,0,0,0
Lasers,15.0499,"Electromechanical Technologies/Technicians, Other",Postsecondary certificate < 60 semester credit hours,331,315,16,331,331,16,0,0,0
Lasers,15.0499,"Electromechanical Technologies/Technicians, Other",Postsecondary certificate > 60 semester credit hours,47,43,4,47,47,4,0,0,0
Lasers,15.0499,"Electromechanical Technologies/Technicians, Other",Associate's degree,629,569,60,629,629,60,0,0,0
Lasers,40.0502,Analytical Chemistry,All award levels (total),26,10,16,23,23,14,3,1,2
Lasers,40.0502,Analytical Chemistry,Bachelor's degree,5,2,3,5,5,3,0,0,0
Lasers,40.0502,Analytical Chemistry,Master's degree,15,6,9,15,15,9,0,0,0
Lasers,40.0502,Analytical Chemistry,Doctor's degree – research/scholarship,6,2,4,3,3,2,3,1,2
Lasers,40.0807,Optics/Optical Sciences,All award levels (total),189,145,44,148,148,39,41,36,5
Lasers,40.0807,Optics/Optical Sciences,Associate's degree,20,5,15,20,20,15,0,0,0
Lasers,40.0807,Optics/Optical Sciences,Bachelor's degree,39,33,6,38,38,6,1,1,0
Lasers,40.0807,Optics/Optical Sciences,Master's degree,83,66,17,61,61,14,22,19,3
Lasers,40.0807,Optics/Optical Sciences,Doctor's degree – research/scholarship,45,39,6,27,27,4,18,16,2
Lasers,40.0807,Optics/Optical Sciences,Postbaccalaureate certificate,2,2,0,2,2,0,0,0,0
Lasers,40.0808,Condensed Matter and Materials Physics,All award levels (total),10,9,1,3,3,0,7,6,1
Lasers,40.0808,Condensed Matter and Materials Physics,Bachelor's degree,1,1,0,1,1,0,0,0,0
Lasers,40.0808,Condensed Matter and Materials Physics,Master's degree,4,3,1,2,2,0,2,1,1
Lasers,40.0808,Condensed Matter and Materials Physics,Doctor's degree – research/scholarship,5,5,0,0,0,0,5,5,0
Materials Science,14.0601,Ceramic Sciences and Engineering,All award levels (total),111,62,49,100,100,47,11,9,2
