SETR Category,CIPCode,CIPField,Award level,Grand total,Grand total men,Grand total women,U.S. Resident/Citizen total,U.S. Resident/Citizen men,U.S. Resident/Citizen women,U.S. Nonresident total,U.S. Nonresident men,U.S. Nonresident women
Artificial Intelligence,11.0501,Computer Systems Analysis/Analyst,Doctor's degree – research/scholarship,2,1,1,0,0,0,2,1,1
Artificial Intelligence,11.0501,Computer Systems Analysis/Analyst,Postbaccalaureate certificate,149,72,77,79,79,35,70,28,42
Artificial Intelligence,11.0701,Computer Science,All award levels (total),60227,46456,13771,46558,46558,9851,13669,9749,3920
Artificial Intelligence,11.0701,Computer Science,Postsecondary certificate < 60 semester credit hours,59,50,9,53,53,8,6,5,1
Artificial Intelligence,11.0701,Computer Science,Associate's degree,4463,3622,841,4152,4152,757,311,227,84
Artificial Intelligence,11.0701,Computer Science,Bachelor's degree,41956,32865,9091,36620,36620,7689,5336,3934,1402
Artificial Intelligence,11.0701,Computer Science,Master's degree,12083,8642,3441,5054,5054,1244,7029,4832,2197
Artificial Intelligence,11.0701,Computer Science,Doctor's degree – research/scholarship,1387,1072,315,470,470,105,917,707,210
Artificial Intelligence,11.0701,Computer Science,Doctor's degree – professional practice,64,55,9,64,64,9,0,0,0
Artificial Intelligence,11.0701,Computer Science,Postbaccalaureate certificate,194,136,58,137,137,37,57,36,21
Artificial Intelligence,11.0701,Computer Science,Post-master's certificate,21,14,7,8,8,2,13,8,5
Artificial Intelligence,11.0802,Data Modeling/Warehousing and Database Administration,All award levels (total),3119,1963,1156,2054,2054,702,1065,611,454
Artificial Intelligence,11.0802,Data Modeling/Warehousing and Database Administration,Postsecondary certificate < 60 semester credit hours,37,19,18,33,33,16,4,2,2
Artificial Intelligence,11.0802,Data Modeling/Warehousing and Database Administration,Postsecondary certificate > 60 semester credit hours,11,5,6,11,11,6,0,0,0
Artificial Intelligence,11.0802,Data Modeling/Warehousing and Database Administration,Associate's degree,125,76,49,122,122,48,3,2,1
Artificial Intelligence,11.0802,Data Modeling/Warehousing and Database Administration,Bachelor's degree,495,361,134,431,431,118,64,48,16
Artificial Intelligence,11.0802,Data Modeling/Warehousing and Database Administration,Master's degree,2223,1363,860,1307,1307,454,916,510,406
Artificial Intelligence,11.0802,Data Modeling/Warehousing and Database Administration,Postbaccalaureate certificate,217,134,83,141,141,54,76,47,29
Artificial Intelligence,11.0802,Data Modeling/Warehousing and Database Administration,Post-master's certificate,11,5,6,9,9,6,2,2,0
Artificial Intelligence,11.0804,"Modeling, Virtual Environments and Simulation",All award levels (total),860,660,200,687,687,148,173,121,52
Artificial Intelligence,11.0804,"Modeling, Virtual Environments and Simulation",Postsecondary certificate < 60 semester credit hours,21,13,8,21,21,8,0,0,0
Artificial Intelligence,11.0804,"Modeling, Virtual Environments and Simulation",Postsecondary certificate > 60 semester credit hours,26,24,2,26,26,2,0,0,0
Artificial Intelligence,11.0804,"Modeling, Virtual Environments and Simulation",Associate's degree,28,20,8,28,28,8,0,0,0
Artificial Intelligence,11.0804,"Modeling, Virtual Environments and Simulation",Bachelor's degree,542,448,94,477,477,78,65,49,16
Artificial Intelligence,11.0804,"Modeling, Virtual Environments and Simulation",Master's degree,176,120,56,103,103,31,73,48,25
Artificial Intelligence,11.0804,"Modeling, Virtual Environments and Simulation",Doctor's degree – research/scholarship,2,2,0,2,2,0,0,0,0
Artificial Intelligence,11.0804,"Modeling, Virtual Environments and Simulation",Postbaccalaureate certificate,62,33,29,27,27,18,35,24,11
Artificial Intelligence,11.0804,"Modeling, Virtual Environments and Simulation",Post-master's certificate,3,0,3,3,3,3,0,0,0
Artificial Intelligence,11.1005,Information Technology Project Management,All award levels (total),2155,1387,768,1679,1679,534,476,242,234
Artificial Intelligence,11.1005,Information Technology Project Management,Postsecondary certificate > 60 semester credit hours,15,8,7,15,15,7,0,0,0
Artificial Intelligence,11.1005,Information Technology Project Management,Associate's degree,52,41,11,52,52,11,0,0,0
Artificial Intelligence,11.1005,Information Technology Project Management,Bachelor's degree,967,727,240,939,939,232,28,20,8
Artificial Intelligence,11.1005,Information Technology Project Management,Master's degree,1023,567,456,612,612,246,411,201,210
Artificial Intelligence,11.1005,Information Technology Project Management,Doctor's degree – research/scholarship,7,2,5,7,7,5,0,0,0
Artificial Intelligence,11.1005,Information Technology Project Management,Postbaccalaureate certificate,91,42,49,54,54,33,37,21,16
Artificial Intelligence,14.0903,Computer Software Engineering,All award levels (total),4057,3051,1006,2789,2789,548,1268,810,458
Artificial Intelligence,14.0903,Computer Software Engineering,Postsecondary certificate < 60 semester credit hours,8,6,2,8,8,2,0,0,0
Artificial Intelligence,14.0903,Computer Software Engineering,Associate's degree,75,53,22,75,75,22,0,0,0
Artificial Intelligence,14.0903,Computer Software Engineering,Bachelor's degree,2153,1790,363,1958,1958,322,195,154,41
Artificial Intelligence,14.0903,Computer Software Engineering,Master's degree,1731,1136,595,695,695,191,1036,632,404
Artificial Intelligence,14.0903,Computer Software Engineering,Doctor's degree – research/scholarship,21,14,7,5,5,1,16,10,6
Artificial Intelligence,14.0903,Computer Software Engineering,Postbaccalaureate certificate,69,52,17,48,48,10,21,14,7
Artificial Intelligence,27.0303,Computational Mathematics,All award levels (total),411,268,143,275,275,91,136,84,52
Artificial Intelligence,27.0303,Computational Mathematics,Bachelor's degree,378,244,134,254,254,87,124,77,47
Artificial Intelligence,27.0303,Computational Mathematics,Master's degree,15,8,7,8,8,3,7,3,4
Artificial Intelligence,27.0303,Computational Mathematics,Doctor's degree – research/scholarship,17,15,2,12,12,1,5,4,1
Artificial Intelligence,27.0303,Computational Mathematics,Postbaccalaureate certificate,1,1,0,1,1,0,0,0,0
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,All award levels (total),1382,791,591,1201,1201,526,181,116,65
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,Postsecondary certificate < 60 semester credit hours,1,1,0,1,1,0,0,0,0
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,Associate's degree,6,5,1,6,6,1,0,0,0
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,Bachelor's degree,1042,602,440,996,996,422,46,28,18
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,Master's degree,198,109,89,142,142,70,56,37,19
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,Doctor's degree – research/scholarship,127,69,58,50,50,31,77,50,27
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,Postbaccalaureate certificate,8,5,3,6,6,2,2,1,1
Biotechnology and Synthetic Biology,26.0202,Biochemistry,All award levels (total),10161,4322,5839,9410,9410,5378,751,290,461
Biotechnology and Synthetic Biology,26.0202,Biochemistry,Associate's degree,14,6,8,14,14,8,0,0,0
Biotechnology and Synthetic Biology,26.0202,Biochemistry,Bachelor's degree,9334,3943,5391,8780,8780,5039,554,202,352
Biotechnology and Synthetic Biology,26.0202,Biochemistry,Master's degree,344,142,202,273,273,161,71,30,41
Biotechnology and Synthetic Biology,26.0202,Biochemistry,Doctor's degree – research/scholarship,458,223,235,335,335,168,123,56,67
Biotechnology and Synthetic Biology,26.0202,Biochemistry,Postbaccalaureate certificate,7,6,1,5,5,1,2,2,0
Biotechnology and Synthetic Biology,26.0202,Biochemistry,Post-master's certificate,4,2,2,3,3,1,1,0,1
Biotechnology and Synthetic Biology,26.0406,Cell/Cellular and Molecular Biology,All award levels (total),4352,1670,2682,3993,3993,2476,359,153,206
Biotechnology and Synthetic Biology,26.0406,Cell/Cellular and Molecular Biology,Associate's degree,8,3,5,8,8,5,0,0,0
Biotechnology and Synthetic Biology,26.0406,Cell/Cellular and Molecular Biology,Bachelor's degree,3600,1328,2272,3379,3379,2138,221,87,134
Biotechnology and Synthetic Biology,26.0406,Cell/Cellular and Molecular Biology,Master's degree,259,106,153,216,216,127,43,17,26
Biotechnology and Synthetic Biology,26.0406,Cell/Cellular and Molecular Biology,Doctor's degree – research/scholarship,458,220,238,369,369,196,89,47,42
Biotechnology and Synthetic Biology,26.0406,Cell/Cellular and Molecular Biology,Postbaccalaureate certificate,10,3,7,8,8,5,2,0,2
Biotechnology and Synthetic Biology,26.0406,Cell/Cellular and Molecular Biology,Post-master's certificate,17,10,7,13,13,5,4,2,2
Biotechnology and Synthetic Biology,26.0502,"Microbiology, General",All award levels (total),2950,1092,1858,2825,2825,1777,125,44,81
Biotechnology and Synthetic Biology,26.0502,"Microbiology, General",Associate's degree,5,2,3,5,5,3,0,0,0
Biotechnology and Synthetic Biology,26.0502,"Microbiology, General",Bachelor's degree,2499,910,1589,2433,2433,1544,66,21,45
Biotechnology and Synthetic Biology,26.0502,"Microbiology, General",Master's degree,206,74,132,186,186,121,20,9,11
Biotechnology and Synthetic Biology,26.0502,"Microbiology, General",Doctor's degree – research/scholarship,233,102,131,194,194,106,39,14,25
Biotechnology and Synthetic Biology,26.0502,"Microbiology, General",Postbaccalaureate certificate,3,1,2,3,3,2,0,0,0
Biotechnology and Synthetic Biology,26.0502,"Microbiology, General",Post-master's certificate,4,3,1,4,4,1,0,0,0
Biotechnology and Synthetic Biology,26.0801,"Genetics, General",All award levels (total),735,259,476,663,663,429,72,25,47
Biotechnology and Synthetic Biology,26.0801,"Genetics, General",Bachelor's degree,522,154,368,491,491,346,31,9,22
Biotechnology and Synthetic Biology,26.0801,"Genetics, General",Master's degree,80,39,41,64,64,30,16,5,11
Biotechnology and Synthetic Biology,26.0801,"Genetics, General",Doctor's degree – research/scholarship,120,56,64,97,97,51,23,10,13
Biotechnology and Synthetic Biology,26.0801,"Genetics, General",Post-master's certificate,13,10,3,11,11,2,2,1,1
Biotechnology and Synthetic Biology,26.1007,Pharmacology and Toxicology,All award levels (total),181,66,115,141,141,88,40,13,27
Biotechnology and Synthetic Biology,26.1007,Pharmacology and Toxicology,Bachelor's degree,52,19,33,48,48,31,4,2,2
Biotechnology and Synthetic Biology,26.1007,Pharmacology and Toxicology,Master's degree,102,35,67,70,70,44,32,9,23
Biotechnology and Synthetic Biology,26.1007,Pharmacology and Toxicology,Doctor's degree – research/scholarship,27,12,15,23,23,13,4,2,2
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,All award levels (total),1140,547,593,869,869,443,271,121,150
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,Associate's degree,1,1,0,1,1,0,0,0,0
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,Bachelor's degree,333,164,169,293,293,146,40,17,23
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,Master's degree,605,273,332,450,450,239,155,62,93
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,Doctor's degree – research/scholarship,145,84,61,79,79,31,66,36,30
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,Postbaccalaureate certificate,51,23,28,43,43,26,8,6,2
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,Post-master's certificate,5,2,3,3,3,1,2,0,2
Biotechnology and Synthetic Biology,26.1201,Biotechnology,All award levels (total),2995,1194,1801,2548,2548,1503,447,149,298
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Postsecondary certificate < 60 semester credit hours,19,8,11,19,19,11,0,0,0
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Postsecondary certificate > 60 semester credit hours,3,1,2,3,3,2,0,0,0
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Associate's degree,141,54,87,135,135,82,6,1,5
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Bachelor's degree,1039,435,604,974,974,564,65,25,40
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Master's degree,1668,648,1020,1308,1308,777,360,117,243
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Doctor's degree – research/scholarship,22,9,13,18,18,11,4,2,2
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Postbaccalaureate certificate,100,37,63,89,89,56,11,4,7
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Post-master's certificate,3,2,1,2,2,0,1,0,1
Biotechnology and Synthetic Biology,26.1307,Conservation Biology,All award levels (total),351,111,240,343,343,239,8,7,1
Biotechnology and Synthetic Biology,26.1307,Conservation Biology,Bachelor's degree,216,73,143,215,215,143,1,1,0
Biotechnology and Synthetic Biology,26.1307,Conservation Biology,Master's degree,118,29,89,113,113,88,5,4,1
Biotechnology and Synthetic Biology,26.1307,Conservation Biology,Doctor's degree – research/scholarship,14,8,6,12,12,6,2,2,0
Biotechnology and Synthetic Biology,26.1307,Conservation Biology,Postbaccalaureate certificate,3,1,2,3,3,2,0,0,0
Biotechnology and Synthetic Biology,41.0101,Biology/Biotechnology Technology/Technician,All award levels (total),537,212,325,511,511,305,26,6,20
Biotechnology and Synthetic Biology,41.0101,Biology/Biotechnology Technology/Technician,Postsecondary certificate < 60 semester credit hours,196,89,107,192,192,103,4,0,4
Biotechnology and Synthetic Biology,41.0101,Biology/Biotechnology Technology/Technician,Associate's degree,279,98,181,264,264,168,15,2,13
Biotechnology and Synthetic Biology,41.0101,Biology/Biotechnology Technology/Technician,Bachelor's degree,61,24,37,54,54,34,7,4,3
Biotechnology and Synthetic Biology,41.0101,Biology/Biotechnology Technology/Technician,Master's degree,1,1,0,1,1,0,0,0,0
Cryptography,11.0401,Information Science/Studies,All award levels (total),17153,11245,5908,14475,14475,4677,2678,1447,1231
Cryptography,11.0401,Information Science/Studies,Postsecondary certificate < 60 semester credit hours,177,145,32,176,176,32,1,1,0
Cryptography,11.0401,Information Science/Studies,Postsecondary certificate > 60 semester credit hours,110,81,29,107,107,28,3,2,1
Cryptography,11.0401,Information Science/Studies,Associate's degree,987,788,199,975,975,196,12,9,3
Cryptography,11.0401,Information Science/Studies,Bachelor's degree,9584,6916,2668,8932,8932,2425,652,409,243
Cryptography,11.0401,Information Science/Studies,Master's degree,5850,3078,2772,3955,3955,1846,1895,969,926
Cryptography,11.0401,Information Science/Studies,Doctor's degree – research/scholarship,184,100,84,95,95,41,89,46,43
Cryptography,11.0401,Information Science/Studies,Postbaccalaureate certificate,254,134,120,229,229,105,25,10,15
Cryptography,11.0401,Information Science/Studies,Post-master's certificate,7,3,4,6,6,4,1,1,0
Cryptography,11.0501,Computer Systems Analysis/Analyst,All award levels (total),1822,1240,582,1448,1448,405,374,197,177
Cryptography,11.0501,Computer Systems Analysis/Analyst,Postsecondary certificate < 60 semester credit hours,33,27,6,33,33,6,0,0,0
Cryptography,11.0501,Computer Systems Analysis/Analyst,Associate's degree,99,77,22,96,96,21,3,2,1
Cryptography,11.0501,Computer Systems Analysis/Analyst,Bachelor's degree,982,743,239,920,920,212,62,35,27
Cryptography,11.0501,Computer Systems Analysis/Analyst,Master's degree,557,320,237,320,320,131,237,131,106
Cryptography,11.0501,Computer Systems Analysis/Analyst,Doctor's degree – research/scholarship,2,1,1,0,0,0,2,1,1
Cryptography,11.0501,Computer Systems Analysis/Analyst,Postbaccalaureate certificate,149,72,77,79,79,35,70,28,42
Cryptography,11.0701,Computer Science,All award levels (total),60227,46456,13771,46558,46558,9851,13669,9749,3920
Cryptography,11.0701,Computer Science,Postsecondary certificate < 60 semester credit hours,59,50,9,53,53,8,6,5,1
Cryptography,11.0701,Computer Science,Associate's degree,4463,3622,841,4152,4152,757,311,227,84
Cryptography,11.0701,Computer Science,Bachelor's degree,41956,32865,9091,36620,36620,7689,5336,3934,1402
Cryptography,11.0701,Computer Science,Master's degree,12083,8642,3441,5054,5054,1244,7029,4832,2197
Cryptography,11.0701,Computer Science,Doctor's degree – research/scholarship,1387,1072,315,470,470,105,917,707,210
Cryptography,11.0701,Computer Science,Doctor's degree – professional practice,64,55,9,64,64,9,0,0,0
Cryptography,11.0701,Computer Science,Postbaccalaureate certificate,194,136,58,137,137,37,57,36,21
Cryptography,11.0701,Computer Science,Post-master's certificate,21,14,7,8,8,2,13,8,5
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,All award levels (total),3119,1963,1156,2054,2054,702,1065,611,454
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Postsecondary certificate < 60 semester credit hours,37,19,18,33,33,16,4,2,2
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Postsecondary certificate > 60 semester credit hours,11,5,6,11,11,6,0,0,0
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Associate's degree,125,76,49,122,122,48,3,2,1
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Bachelor's degree,495,361,134,431,431,118,64,48,16
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Master's degree,2223,1363,860,1307,1307,454,916,510,406
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Postbaccalaureate certificate,217,134,83,141,141,54,76,47,29
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Post-master's certificate,11,5,6,9,9,6,2,2,0
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,All award levels (total),20898,16435,4463,19102,19102,3975,1796,1308,488
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Postsecondary certificate < 60 semester credit hours,1489,1180,309,1468,1468,299,21,11,10
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Associate's degree,4168,3325,843,4084,4084,814,84,55,29
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Bachelor's degree,7257,5950,1307,7039,7039,1257,218,168,50
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Master's degree,6711,5034,1677,5358,5358,1309,1353,985,368
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Doctor's degree – research/scholarship,118,100,18,113,113,18,5,5,0
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Postbaccalaureate certificate,1119,817,302,1005,1005,271,114,83,31
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Post-master's certificate,36,29,7,35,35,7,1,1,0
Cryptography,27.0101,"Mathematics, General",All award levels (total),28216,17465,10751,23269,23269,8920,4947,3116,1831
Cryptography,27.0101,"Mathematics, General",Postsecondary certificate < 60 semester credit hours,14,7,7,14,14,7,0,0,0
Cryptography,27.0101,"Mathematics, General",Associate's degree,4224,2867,1357,4033,4033,1272,191,106,85
Cryptography,27.0101,"Mathematics, General",Bachelor's degree,20239,12128,8111,16702,16702,6733,3537,2159,1378
Cryptography,27.0101,"Mathematics, General",Master's degree,2413,1497,916,1802,1802,717,611,412,199
Cryptography,27.0101,"Mathematics, General",Doctor's degree – research/scholarship,1264,937,327,667,667,161,597,431,166
Cryptography,27.0101,"Mathematics, General",Postbaccalaureate certificate,47,20,27,42,42,25,5,3,2
Cryptography,27.0101,"Mathematics, General",Post-master's certificate,15,9,6,9,9,5,6,5,1
Cryptography,27.0303,Computational Mathematics,All award levels (total),411,268,143,275,275,91,136,84,52
Cryptography,27.0303,Computational Mathematics,Bachelor's degree,378,244,134,254,254,87,124,77,47
Cryptography,27.0303,Computational Mathematics,Master's degree,15,8,7,8,8,3,7,3,4
Cryptography,27.0303,Computational Mathematics,Doctor's degree – research/scholarship,17,15,2,12,12,1,5,4,1
Cryptography,27.0303,Computational Mathematics,Postbaccalaureate certificate,1,1,0,1,1,0,0,0,0
Cryptography,27.0502,Mathematical Statistics and Probability,All award levels (total),459,287,172,243,243,75,216,119,97
Cryptography,27.0502,Mathematical Statistics and Probability,Bachelor's degree,301,192,109,206,206,60,95,46,49
Cryptography,27.0502,Mathematical Statistics and Probability,Master's degree,132,75,57,28,28,14,104,61,43
Cryptography,27.0502,Mathematical Statistics and Probability,Doctor's degree – research/scholarship,25,20,5,8,8,0,17,12,5
Cryptography,27.0502,Mathematical Statistics and Probability,Postbaccalaureate certificate,1,0,1,1,1,1,0,0,0
Cryptography,27.0503,Mathematics and Statistics,All award levels (total),532,295,237,405,405,174,127,64,63
Cryptography,27.0503,Mathematics and Statistics,Bachelor's degree,313,183,130,228,228,91,85,46,39
Cryptography,27.0503,Mathematics and Statistics,Master's degree,200,103,97,159,159,74,41,18,23
Cryptography,27.0503,Mathematics and Statistics,Postbaccalaureate certificate,19,9,10,18,18,9,1,0,1
Cryptography,52.1302,Business Statistics,All award levels (total),4272,2241,2031,2333,2333,902,1939,810,1129
Cryptography,52.1302,Business Statistics,Postsecondary certificate < 60 semester credit hours,20,10,10,15,15,6,5,1,4
Cryptography,52.1302,Business Statistics,Associate's degree,12,6,6,12,12,6,0,0,0
Cryptography,52.1302,Business Statistics,Bachelor's degree,652,424,228,577,577,201,75,48,27
Cryptography,52.1302,Business Statistics,Master's degree,3143,1540,1603,1392,1392,564,1751,712,1039
Cryptography,52.1302,Business Statistics,Doctor's degree – research/scholarship,7,4,3,1,1,0,6,3,3
Cryptography,52.1302,Business Statistics,Postbaccalaureate certificate,339,210,129,290,290,108,49,28,21
Cryptography,52.1302,Business Statistics,Post-master's certificate,99,47,52,46,46,17,53,18,35
Lasers,14.0803,Structural Engineering,All award levels (total),326,230,96,267,267,80,59,43,16
Lasers,14.0803,Structural Engineering,Associate's degree,4,4,0,4,4,0,0,0,0
Lasers,14.0803,Structural Engineering,Bachelor's degree,155,110,45,146,146,42,9,6,3
Lasers,14.0803,Structural Engineering,Master's degree,127,88,39,98,98,31,29,21,8
Lasers,14.0803,Structural Engineering,Doctor's degree – research/scholarship,26,20,6,7,7,1,19,14,5
Lasers,14.0803,Structural Engineering,Postbaccalaureate certificate,14,8,6,12,12,6,2,2,0
Lasers,14.1001,Electrical and Electronics Engineering,All award levels (total),25759,21207,4552,18833,18833,3176,6926,5550,1376
Lasers,14.1001,Electrical and Electronics Engineering,Postsecondary certificate < 60 semester credit hours,160,142,18,160,160,18,0,0,0
Lasers,14.1001,Electrical and Electronics Engineering,Associate's degree,250,216,34,229,229,32,21,19,2
Lasers,14.1001,Electrical and Electronics Engineering,Bachelor's degree,16287,13573,2714,14305,14305,2415,1982,1683,299
Lasers,14.1001,Electrical and Electronics Engineering,Master's degree,6780,5394,1386,3454,3454,593,3326,2533,793
Lasers,14.1001,Electrical and Electronics Engineering,Doctor's degree – research/scholarship,2158,1775,383,588,588,107,1570,1294,276
Lasers,14.1001,Electrical and Electronics Engineering,Postbaccalaureate certificate,110,95,15,90,90,11,20,16,4
Lasers,14.1001,Electrical and Electronics Engineering,Post-master's certificate,14,12,2,7,7,0,7,5,2
Lasers,14.1003,Laser and Optical Engineering,All award levels (total),127,96,31,77,77,21,50,40,10
Lasers,14.1003,Laser and Optical Engineering,Bachelor's degree,68,52,16,54,54,15,14,13,1
Lasers,14.1003,Laser and Optical Engineering,Master's degree,29,20,9,13,13,4,16,11,5
Lasers,14.1003,Laser and Optical Engineering,Doctor's degree – research/scholarship,30,24,6,10,10,2,20,16,4
Lasers,14.1004,Telecommunications Engineering,All award levels (total),63,42,21,31,31,8,32,19,13
Lasers,14.1004,Telecommunications Engineering,Master's degree,53,34,19,27,27,7,26,14,12
Lasers,14.1004,Telecommunications Engineering,Doctor's degree – research/scholarship,5,4,1,1,1,0,4,3,1
Lasers,14.1004,Telecommunications Engineering,Postbaccalaureate certificate,5,4,1,3,3,1,2,2,0
Lasers,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",All award levels (total),4260,3870,390,4138,4138,363,122,95,27
Lasers,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",Postsecondary certificate < 60 semester credit hours,614,573,41,603,603,38,11,8,3
Lasers,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",Postsecondary certificate > 60 semester credit hours,4,2,2,4,4,2,0,0,0
Lasers,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",Associate's degree,2358,2143,215,2312,2312,200,46,31,15
Lasers,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",Bachelor's degree,1273,1144,129,1214,1214,122,59,52,7
Lasers,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",Master's degree,11,8,3,5,5,1,6,4,2
Lasers,15.0304,Laser and Optical Technology/Technician,All award levels (total),123,97,26,123,123,26,0,0,0
Lasers,15.0304,Laser and Optical Technology/Technician,Postsecondary certificate < 60 semester credit hours,65,52,13,65,65,13,0,0,0
Lasers,15.0304,Laser and Optical Technology/Technician,Associate's degree,58,45,13,58,58,13,0,0,0
Lasers,15.0499,"Electromechanical Technologies/Technicians, Other",All award levels (total),941,869,72,941,941,72,0,0,0
Lasers,15.0499,"Electromechanical Technologies/Technicians, Other",Postsecondary certificate < 60 semester credit hours,266,252,14,266,266,14,0,0,0
Lasers,15.0499,"Electromechanical Technologies/Technicians, Other",Postsecondary certificate > 60 semester credit hours,33,33,0,33,33,0,0,0,0
Lasers,15.0499,"Electromechanical Technologies/Technicians, Other",Associate's degree,631,574,57,631,631,57,0,0,0
Lasers,15.0499,"Electromechanical Technologies/Technicians, Other",Bachelor's degree,11,10,1,11,11,1,0,0,0
Lasers,40.0502,Analytical Chemistry,All award levels (total),28,13,15,27,27,14,1,0,1
Lasers,40.0502,Analytical Chemistry,Bachelor's degree,7,2,5,7,7,5,0,0,0
Lasers,40.0502,Analytical Chemistry,Master's degree,17,10,7,17,17,7,0,0,0
Lasers,40.0502,Analytical Chemistry,Doctor's degree – research/scholarship,2,1,1,1,1,0,1,0,1
Lasers,40.0502,Analytical Chemistry,Postbaccalaureate certificate,2,0,2,2,2,2,0,0,0
Lasers,40.0807,Optics/Optical Sciences,All award levels (total),220,166,54,163,163,38,57,41,16
