SETR Category,CIPCode,CIPField,Award level,Grand total,Grand total men,Grand total women,U.S. Resident/Citizen total,U.S. Resident/Citizen men,U.S. Resident/Citizen women,U.S. Nonresident total,U.S. Nonresident men,U.S. Nonresident women
Artificial Intelligence,11.0802,Data Modeling/Warehousing and Database Administration,Bachelor's degree,143,103,40,135,135,37,8,5,3
Artificial Intelligence,11.0802,Data Modeling/Warehousing and Database Administration,Master's degree,466,300,166,326,326,101,140,75,65
Artificial Intelligence,11.0802,Data Modeling/Warehousing and Database Administration,Postbaccalaureate certificate,169,107,62,75,75,27,94,59,35
Artificial Intelligence,11.0802,Data Modeling/Warehousing and Database Administration,Post-master's certificate,14,11,3,7,7,0,7,4,3
Artificial Intelligence,11.0804,"Modeling, Virtual Environments and Simulation",All award levels (total),590,489,101,500,500,88,90,77,13
Artificial Intelligence,11.0804,"Modeling, Virtual Environments and Simulation",Postsecondary certificate < 60 semester credit hours,51,43,8,47,47,7,4,3,1
Artificial Intelligence,11.0804,"Modeling, Virtual Environments and Simulation",Associate's degree,25,19,6,25,25,6,0,0,0
Artificial Intelligence,11.0804,"Modeling, Virtual Environments and Simulation",Bachelor's degree,388,330,58,363,363,54,25,21,4
Artificial Intelligence,11.0804,"Modeling, Virtual Environments and Simulation",Master's degree,102,83,19,44,44,13,58,52,6
Artificial Intelligence,11.0804,"Modeling, Virtual Environments and Simulation",Doctor's degree – research/scholarship,4,4,0,3,3,0,1,1,0
Artificial Intelligence,11.0804,"Modeling, Virtual Environments and Simulation",Postbaccalaureate certificate,20,10,10,18,18,8,2,0,2
Artificial Intelligence,11.1005,Information Technology Project Management,All award levels (total),1009,700,309,836,836,236,173,100,73
Artificial Intelligence,11.1005,Information Technology Project Management,Postsecondary certificate > 60 semester credit hours,3,2,1,3,3,1,0,0,0
Artificial Intelligence,11.1005,Information Technology Project Management,Associate's degree,33,22,11,33,33,11,0,0,0
Artificial Intelligence,11.1005,Information Technology Project Management,Bachelor's degree,469,377,92,459,459,89,10,7,3
Artificial Intelligence,11.1005,Information Technology Project Management,Master's degree,416,248,168,290,290,113,126,71,55
Artificial Intelligence,11.1005,Information Technology Project Management,Doctor's degree – research/scholarship,7,5,2,7,7,2,0,0,0
Artificial Intelligence,11.1005,Information Technology Project Management,Postbaccalaureate certificate,81,46,35,44,44,20,37,22,15
Artificial Intelligence,14.0903,Computer Software Engineering,All award levels (total),3202,2333,869,1635,1635,286,1567,984,583
Artificial Intelligence,14.0903,Computer Software Engineering,Postsecondary certificate < 60 semester credit hours,5,3,2,5,5,2,0,0,0
Artificial Intelligence,14.0903,Computer Software Engineering,Associate's degree,27,23,4,27,27,4,0,0,0
Artificial Intelligence,14.0903,Computer Software Engineering,Bachelor's degree,1078,945,133,991,991,120,87,74,13
Artificial Intelligence,14.0903,Computer Software Engineering,Master's degree,2010,1298,712,546,546,147,1464,899,565
Artificial Intelligence,14.0903,Computer Software Engineering,Doctor's degree – research/scholarship,14,11,3,6,6,1,8,6,2
Artificial Intelligence,14.0903,Computer Software Engineering,Postbaccalaureate certificate,67,52,15,59,59,12,8,5,3
Artificial Intelligence,14.0903,Computer Software Engineering,Post-master's certificate,1,1,0,1,1,0,0,0,0
Artificial Intelligence,27.0303,Computational Mathematics,All award levels (total),274,199,75,194,194,50,80,55,25
Artificial Intelligence,27.0303,Computational Mathematics,Bachelor's degree,218,162,56,160,160,39,58,41,17
Artificial Intelligence,27.0303,Computational Mathematics,Master's degree,15,8,7,7,7,3,8,4,4
Artificial Intelligence,27.0303,Computational Mathematics,Doctor's degree – research/scholarship,41,29,12,27,27,8,14,10,4
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,All award levels (total),1538,949,589,1236,1236,459,302,172,130
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,Postsecondary certificate < 60 semester credit hours,1,1,0,1,1,0,0,0,0
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,Associate's degree,11,9,2,11,11,2,0,0,0
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,Bachelor's degree,1068,676,392,1017,1017,369,51,28,23
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,Master's degree,316,172,144,160,160,70,156,82,74
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,Doctor's degree – research/scholarship,137,89,48,44,44,16,93,61,32
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,Postbaccalaureate certificate,5,2,3,3,3,2,2,1,1
Biotechnology and Synthetic Biology,26.0202,Biochemistry,All award levels (total),9853,4849,5004,9068,9068,4550,785,331,454
Biotechnology and Synthetic Biology,26.0202,Biochemistry,Associate's degree,14,3,11,14,14,11,0,0,0
Biotechnology and Synthetic Biology,26.0202,Biochemistry,Bachelor's degree,9046,4423,4623,8495,8495,4288,551,216,335
Biotechnology and Synthetic Biology,26.0202,Biochemistry,Master's degree,296,147,149,237,237,114,59,24,35
Biotechnology and Synthetic Biology,26.0202,Biochemistry,Doctor's degree – research/scholarship,487,269,218,313,313,134,174,90,84
Biotechnology and Synthetic Biology,26.0202,Biochemistry,Postbaccalaureate certificate,1,0,1,1,1,1,0,0,0
Biotechnology and Synthetic Biology,26.0202,Biochemistry,Post-master's certificate,9,7,2,8,8,2,1,1,0
Biotechnology and Synthetic Biology,26.0406,Cell/Cellular and Molecular Biology,All award levels (total),3400,1519,1881,3095,3095,1706,305,130,175
Biotechnology and Synthetic Biology,26.0406,Cell/Cellular and Molecular Biology,Bachelor's degree,2742,1208,1534,2598,2598,1449,144,59,85
Biotechnology and Synthetic Biology,26.0406,Cell/Cellular and Molecular Biology,Master's degree,208,93,115,150,150,80,58,23,35
Biotechnology and Synthetic Biology,26.0406,Cell/Cellular and Molecular Biology,Doctor's degree – research/scholarship,427,203,224,329,329,171,98,45,53
Biotechnology and Synthetic Biology,26.0406,Cell/Cellular and Molecular Biology,Post-master's certificate,23,15,8,18,18,6,5,3,2
Biotechnology and Synthetic Biology,26.0502,"Microbiology, General",All award levels (total),2790,1181,1609,2674,2674,1556,116,63,53
Biotechnology and Synthetic Biology,26.0502,"Microbiology, General",Associate's degree,8,0,8,8,8,8,0,0,0
Biotechnology and Synthetic Biology,26.0502,"Microbiology, General",Bachelor's degree,2381,1004,1377,2320,2320,1351,61,35,26
Biotechnology and Synthetic Biology,26.0502,"Microbiology, General",Master's degree,175,71,104,157,157,96,18,10,8
Biotechnology and Synthetic Biology,26.0502,"Microbiology, General",Doctor's degree – research/scholarship,222,105,117,186,186,99,36,18,18
Biotechnology and Synthetic Biology,26.0502,"Microbiology, General",Post-master's certificate,4,1,3,3,3,2,1,0,1
Biotechnology and Synthetic Biology,26.0801,"Genetics, General",All award levels (total),594,239,355,526,526,311,68,24,44
Biotechnology and Synthetic Biology,26.0801,"Genetics, General",Bachelor's degree,349,130,219,339,339,213,10,4,6
Biotechnology and Synthetic Biology,26.0801,"Genetics, General",Master's degree,89,38,51,72,72,40,17,6,11
Biotechnology and Synthetic Biology,26.0801,"Genetics, General",Doctor's degree – research/scholarship,147,69,78,109,109,53,38,13,25
Biotechnology and Synthetic Biology,26.0801,"Genetics, General",Post-master's certificate,9,2,7,6,6,5,3,1,2
Biotechnology and Synthetic Biology,26.1007,Pharmacology and Toxicology,All award levels (total),215,101,114,164,164,88,51,25,26
Biotechnology and Synthetic Biology,26.1007,Pharmacology and Toxicology,Bachelor's degree,75,39,36,70,70,35,5,4,1
Biotechnology and Synthetic Biology,26.1007,Pharmacology and Toxicology,Master's degree,100,39,61,67,67,41,33,13,20
Biotechnology and Synthetic Biology,26.1007,Pharmacology and Toxicology,Doctor's degree – research/scholarship,40,23,17,27,27,12,13,8,5
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,All award levels (total),762,405,357,571,571,257,191,91,100
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,Postsecondary certificate > 60 semester credit hours,1,1,0,1,1,0,0,0,0
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,Associate's degree,9,1,8,9,9,8,0,0,0
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,Bachelor's degree,259,135,124,243,243,118,16,10,6
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,Master's degree,336,178,158,212,212,83,124,49,75
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,Doctor's degree – research/scholarship,115,69,46,70,70,30,45,29,16
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,Postbaccalaureate certificate,34,17,17,31,31,16,3,2,1
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,Post-master's certificate,8,4,4,5,5,2,3,1,2
Biotechnology and Synthetic Biology,26.1201,Biotechnology,All award levels (total),2602,1162,1440,2150,2150,1147,452,159,293
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Postsecondary certificate < 60 semester credit hours,51,22,29,50,50,28,1,0,1
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Postsecondary certificate > 60 semester credit hours,5,3,2,5,5,2,0,0,0
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Associate's degree,254,109,145,243,243,138,11,4,7
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Bachelor's degree,895,441,454,820,820,413,75,34,41
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Master's degree,1363,573,790,1004,1004,548,359,117,242
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Doctor's degree – research/scholarship,9,7,2,5,5,1,4,3,1
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Postbaccalaureate certificate,25,7,18,23,23,17,2,1,1
Biotechnology and Synthetic Biology,26.1307,Conservation Biology,All award levels (total),305,101,204,286,286,189,19,4,15
Biotechnology and Synthetic Biology,26.1307,Conservation Biology,Bachelor's degree,178,60,118,177,177,117,1,0,1
Biotechnology and Synthetic Biology,26.1307,Conservation Biology,Master's degree,104,34,70,90,90,60,14,4,10
Biotechnology and Synthetic Biology,26.1307,Conservation Biology,Doctor's degree – research/scholarship,14,4,10,11,11,7,3,0,3
Biotechnology and Synthetic Biology,26.1307,Conservation Biology,Postbaccalaureate certificate,9,3,6,8,8,5,1,0,1
Biotechnology and Synthetic Biology,41.0101,Biology/Biotechnology Technology/Technician,All award levels (total),513,205,308,494,494,301,19,12,7
Biotechnology and Synthetic Biology,41.0101,Biology/Biotechnology Technology/Technician,Postsecondary certificate < 60 semester credit hours,94,33,61,92,92,59,2,0,2
Biotechnology and Synthetic Biology,41.0101,Biology/Biotechnology Technology/Technician,Associate's degree,368,148,220,361,361,219,7,6,1
Biotechnology and Synthetic Biology,41.0101,Biology/Biotechnology Technology/Technician,Bachelor's degree,36,14,22,27,27,18,9,5,4
Biotechnology and Synthetic Biology,41.0101,Biology/Biotechnology Technology/Technician,Doctor's degree – research/scholarship,3,3,0,3,3,0,0,0,0
Biotechnology and Synthetic Biology,41.0101,Biology/Biotechnology Technology/Technician,Postbaccalaureate certificate,12,7,5,11,11,5,1,1,0
Cryptography,11.0401,Information Science/Studies,All award levels (total),16325,11304,5021,12210,12210,3434,4115,2528,1587
Cryptography,11.0401,Information Science/Studies,Postsecondary certificate < 60 semester credit hours,214,173,41,212,212,41,2,2,0
Cryptography,11.0401,Information Science/Studies,Postsecondary certificate > 60 semester credit hours,117,90,27,116,116,27,1,1,0
Cryptography,11.0401,Information Science/Studies,Associate's degree,973,756,217,959,959,213,14,10,4
Cryptography,11.0401,Information Science/Studies,Bachelor's degree,7460,5587,1873,6978,6978,1723,482,332,150
Cryptography,11.0401,Information Science/Studies,Master's degree,6911,4312,2599,3545,3545,1251,3366,2018,1348
Cryptography,11.0401,Information Science/Studies,Doctor's degree – research/scholarship,173,86,87,114,114,67,59,39,20
Cryptography,11.0401,Information Science/Studies,Postbaccalaureate certificate,465,298,167,274,274,102,191,126,65
Cryptography,11.0401,Information Science/Studies,Post-master's certificate,12,2,10,12,12,10,0,0,0
Cryptography,11.0501,Computer Systems Analysis/Analyst,All award levels (total),2436,1825,611,1664,1664,348,772,509,263
Cryptography,11.0501,Computer Systems Analysis/Analyst,Postsecondary certificate < 60 semester credit hours,91,79,12,91,91,12,0,0,0
Cryptography,11.0501,Computer Systems Analysis/Analyst,Associate's degree,147,122,25,144,144,24,3,2,1
Cryptography,11.0501,Computer Systems Analysis/Analyst,Bachelor's degree,1198,949,249,1140,1140,234,58,43,15
Cryptography,11.0501,Computer Systems Analysis/Analyst,Master's degree,860,582,278,248,248,64,612,398,214
Cryptography,11.0501,Computer Systems Analysis/Analyst,Doctor's degree – research/scholarship,4,3,1,2,2,1,2,2,0
Cryptography,11.0501,Computer Systems Analysis/Analyst,Postbaccalaureate certificate,136,90,46,39,39,13,97,64,33
Cryptography,11.0701,Computer Science,All award levels (total),41586,32744,8842,27123,27123,4680,14463,10301,4162
Cryptography,11.0701,Computer Science,Postsecondary certificate < 60 semester credit hours,32,26,6,29,29,5,3,2,1
Cryptography,11.0701,Computer Science,Associate's degree,2084,1768,316,1979,1979,292,105,81,24
Cryptography,11.0701,Computer Science,Bachelor's degree,23714,19542,4172,21345,21345,3602,2369,1799,570
Cryptography,11.0701,Computer Science,Master's degree,14680,10534,4146,3285,3285,695,11395,7944,3451
Cryptography,11.0701,Computer Science,Doctor's degree – research/scholarship,943,771,172,378,378,64,565,457,108
Cryptography,11.0701,Computer Science,Doctor's degree – other,50,42,8,50,50,8,0,0,0
Cryptography,11.0701,Computer Science,Postbaccalaureate certificate,65,48,17,49,49,11,16,10,6
Cryptography,11.0701,Computer Science,Post-master's certificate,18,13,5,8,8,3,10,8,2
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,All award levels (total),981,645,336,725,725,228,256,148,108
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Postsecondary certificate < 60 semester credit hours,62,38,24,58,58,22,4,2,2
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Postsecondary certificate > 60 semester credit hours,20,14,6,19,19,6,1,1,0
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Associate's degree,107,72,35,105,105,35,2,2,0
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Bachelor's degree,143,103,40,135,135,37,8,5,3
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Master's degree,466,300,166,326,326,101,140,75,65
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Postbaccalaureate certificate,169,107,62,75,75,27,94,59,35
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Post-master's certificate,14,11,3,7,7,0,7,4,3
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,All award levels (total),9723,7882,1841,8915,8915,1654,808,621,187
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Postsecondary certificate < 60 semester credit hours,519,423,96,515,515,94,4,2,2
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Postsecondary certificate > 60 semester credit hours,4,4,0,4,4,0,0,0,0
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Associate's degree,1759,1444,315,1724,1724,310,35,30,5
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Bachelor's degree,3721,3152,569,3649,3649,555,72,58,14
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Master's degree,2830,2214,616,2284,2284,482,546,412,134
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Doctor's degree – research/scholarship,49,37,12,47,47,12,2,2,0
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Postbaccalaureate certificate,791,573,218,657,657,191,134,107,27
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Post-master's certificate,50,35,15,35,35,10,15,10,5
Cryptography,27.0101,"Mathematics, General",All award levels (total),28097,17082,11015,23507,23507,9237,4590,2812,1778
Cryptography,27.0101,"Mathematics, General",Postsecondary certificate < 60 semester credit hours,20,16,4,18,18,4,2,2,0
Cryptography,27.0101,"Mathematics, General",Associate's degree,3410,2346,1064,3200,3200,978,210,124,86
Cryptography,27.0101,"Mathematics, General",Bachelor's degree,20760,12189,8571,17764,17764,7313,2996,1738,1258
Cryptography,27.0101,"Mathematics, General",Master's degree,2689,1619,1070,1848,1848,767,841,538,303
Cryptography,27.0101,"Mathematics, General",Doctor's degree – research/scholarship,1126,859,267,630,630,146,496,375,121
Cryptography,27.0101,"Mathematics, General",Postbaccalaureate certificate,80,43,37,45,45,28,35,26,9
Cryptography,27.0101,"Mathematics, General",Post-master's certificate,12,10,2,2,2,1,10,9,1
Cryptography,27.0303,Computational Mathematics,All award levels (total),274,199,75,194,194,50,80,55,25
Cryptography,27.0303,Computational Mathematics,Bachelor's degree,218,162,56,160,160,39,58,41,17
Cryptography,27.0303,Computational Mathematics,Master's degree,15,8,7,7,7,3,8,4,4
Cryptography,27.0303,Computational Mathematics,Doctor's degree – research/scholarship,41,29,12,27,27,8,14,10,4
Cryptography,27.0502,Mathematical Statistics and Probability,All award levels (total),416,246,170,174,174,54,242,126,116
Cryptography,27.0502,Mathematical Statistics and Probability,Bachelor's degree,251,174,77,131,131,32,120,75,45
Cryptography,27.0502,Mathematical Statistics and Probability,Master's degree,152,66,86,40,40,21,112,47,65
Cryptography,27.0502,Mathematical Statistics and Probability,Doctor's degree – research/scholarship,13,6,7,3,3,1,10,4,6
Cryptography,27.0503,Mathematics and Statistics,All award levels (total),185,107,78,145,145,55,40,17,23
Cryptography,27.0503,Mathematics and Statistics,Bachelor's degree,112,74,38,100,100,30,12,4,8
Cryptography,27.0503,Mathematics and Statistics,Master's degree,70,31,39,45,45,25,25,11,14
Cryptography,27.0503,Mathematics and Statistics,Doctor's degree – research/scholarship,3,2,1,0,0,0,3,2,1
Cryptography,52.1302,Business Statistics,All award levels (total),1335,800,535,806,806,282,529,276,253
Cryptography,52.1302,Business Statistics,Bachelor's degree,330,217,113,274,274,99,56,42,14
Cryptography,52.1302,Business Statistics,Master's degree,728,409,319,344,344,122,384,187,197
Cryptography,52.1302,Business Statistics,Postbaccalaureate certificate,253,158,95,175,175,57,78,40,38
Cryptography,52.1302,Business Statistics,Post-master's certificate,24,16,8,13,13,4,11,7,4
Lasers,14.0803,Structural Engineering,All award levels (total),496,363,133,345,345,95,151,113,38
Lasers,14.0803,Structural Engineering,Associate's degree,4,3,1,4,4,1,0,0,0
Lasers,14.0803,Structural Engineering,Bachelor's degree,233,167,66,199,199,56,34,24,10
Lasers,14.0803,Structural Engineering,Master's degree,231,173,58,130,130,36,101,79,22
Lasers,14.0803,Structural Engineering,Doctor's degree – research/scholarship,22,15,7,7,7,2,15,10,5
Lasers,14.0803,Structural Engineering,Postbaccalaureate certificate,6,5,1,5,5,0,1,0,1
Lasers,14.1001,Electrical and Electronics Engineering,All award levels (total),32381,26796,5585,19178,19178,2624,13203,10242,2961
Lasers,14.1001,Electrical and Electronics Engineering,Postsecondary certificate < 60 semester credit hours,5,5,0,5,5,0,0,0,0
Lasers,14.1001,Electrical and Electronics Engineering,Associate's degree,249,235,14,238,238,12,11,9,2
Lasers,14.1001,Electrical and Electronics Engineering,Bachelor's degree,17228,14885,2343,14940,14940,2028,2288,1973,315
Lasers,14.1001,Electrical and Electronics Engineering,Master's degree,12447,9629,2818,3263,3263,464,9184,6830,2354
Lasers,14.1001,Electrical and Electronics Engineering,Doctor's degree – research/scholarship,2264,1878,386,632,632,110,1632,1356,276
Lasers,14.1001,Electrical and Electronics Engineering,Doctor's degree – other,1,1,0,0,0,0,1,1,0
Lasers,14.1001,Electrical and Electronics Engineering,Postbaccalaureate certificate,161,142,19,81,81,6,80,67,13
Lasers,14.1001,Electrical and Electronics Engineering,Post-master's certificate,26,21,5,19,19,4,7,6,1
Lasers,14.1003,Laser and Optical Engineering,All award levels (total),77,61,16,43,43,9,34,27,7
Lasers,14.1003,Laser and Optical Engineering,Bachelor's degree,41,29,12,29,29,7,12,7,5
Lasers,14.1003,Laser and Optical Engineering,Master's degree,22,20,2,9,9,1,13,12,1
Lasers,14.1003,Laser and Optical Engineering,Doctor's degree – research/scholarship,14,12,2,5,5,1,9,8,1
Lasers,14.1004,Telecommunications Engineering,All award levels (total),321,236,85,88,88,8,233,156,77
Lasers,14.1004,Telecommunications Engineering,Postsecondary certificate < 60 semester credit hours,27,27,0,27,27,0,0,0,0
Lasers,14.1004,Telecommunications Engineering,Associate's degree,26,23,3,26,26,3,0,0,0
Lasers,14.1004,Telecommunications Engineering,Bachelor's degree,2,2,0,2,2,0,0,0,0
Lasers,14.1004,Telecommunications Engineering,Master's degree,247,169,78,19,19,1,228,151,77
Lasers,14.1004,Telecommunications Engineering,Doctor's degree – research/scholarship,7,7,0,3,3,0,4,4,0
Lasers,14.1004,Telecommunications Engineering,Postbaccalaureate certificate,2,2,0,1,1,0,1,1,0
Lasers,14.1004,Telecommunications Engineering,Post-master's certificate,10,6,4,10,10,4,0,0,0
Lasers,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",All award levels (total),5986,5488,498,5764,5764,484,222,208,14
Lasers,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",Postsecondary certificate < 60 semester credit hours,954,873,81,943,943,80,11,10,1
Lasers,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",Postsecondary certificate > 60 semester credit hours,1,1,0,1,1,0,0,0,0
Lasers,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",Associate's degree,3511,3222,289,3465,3465,288,46,45,1
Lasers,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",Bachelor's degree,1490,1368,122,1346,1346,115,144,137,7
Lasers,15.0303,"Electrical, Electronic, and Communications Engineering Technology/Technician",Master's degree,30,24,6,9,9,1,21,16,5
Lasers,15.0304,Laser and Optical Technology/Technician,All award levels (total),59,52,7,59,59,7,0,0,0
Lasers,15.0304,Laser and Optical Technology/Technician,Postsecondary certificate < 60 semester credit hours,12,10,2,12,12,2,0,0,0
Lasers,15.0304,Laser and Optical Technology/Technician,Associate's degree,47,42,5,47,47,5,0,0,0
Lasers,15.0499,"Electromechanical Technologies/Technicians, Other",All award levels (total),782,729,53,779,779,53,3,3,0
Lasers,15.0499,"Electromechanical Technologies/Technicians, Other",Postsecondary certificate < 60 semester credit hours,178,172,6,178,178,6,0,0,0
Lasers,15.0499,"Electromechanical Technologies/Technicians, Other",Postsecondary certificate > 60 semester credit hours,13,13,0,13,13,0,0,0,0
Lasers,15.0499,"Electromechanical Technologies/Technicians, Other",Associate's degree,584,538,46,581,581,46,3,3,0
Lasers,15.0499,"Electromechanical Technologies/Technicians, Other",Bachelor's degree,7,6,1,7,7,1,0,0,0
Lasers,40.0502,Analytical Chemistry,All award levels (total),35,20,15,24,24,13,11,9,2
Lasers,40.0502,Analytical Chemistry,Bachelor's degree,7,1,6,7,7,6,0,0,0
Lasers,40.0502,Analytical Chemistry,Master's degree,23,16,7,16,16,7,7,7,0
Lasers,40.0502,Analytical Chemistry,Doctor's degree – research/scholarship,4,3,1,1,1,0,3,2,1
Lasers,40.0502,Analytical Chemistry,Postbaccalaureate certificate,1,0,1,0,0,0,1,0,1
Lasers,40.0807,Optics/Optical Sciences,All award levels (total),174,135,39,122,122,28,52,41,11
Lasers,40.0807,Optics/Optical Sciences,Associate's degree,18,9,9,18,18,9,0,0,0
Lasers,40.0807,Optics/Optical Sciences,Bachelor's degree,23,17,6,23,23,6,0,0,0
Lasers,40.0807,Optics/Optical Sciences,Master's degree,73,57,16,45,45,10,28,22,6
Lasers,40.0807,Optics/Optical Sciences,Doctor's degree – research/scholarship,54,47,7,31,31,3,23,19,4
Lasers,40.0807,Optics/Optical Sciences,Postbaccalaureate certificate,6,5,1,5,5,0,1,0,1
Lasers,40.0808,Condensed Matter and Materials Physics,All award levels (total),12,11,1,3,3,0,9,8,1
